user_identifier,total_purchase,total_rake,total_rake_apd,total_games
194383307,100,0,0,0
194388684,50,0.54,1,5
194393455,100,12,1,2
194575718,100,16,1,3
194579994,100,1.15,1,3
194582704,100,7.41,1,5
194588853,50,7.28,1,38
194602111,100,34.04,2,41
194602930,100,285.75,2,25
194603192,50,12.74,2,7
194795652,25,4.34,1,3
194802205,100,23,2,4
194805996,25,6.75,1,86
194807646,50,4,1,1
194998594,50,19.5,1,15
195017980,150,13.6,1,33
195018288,50,7.47,1,43
195020809,100,10.19,1,31
195022495,200,90.09,2,57
195225774,50,8,1,6
195428249,50,0,0,0
195430945,50,0,0,0
195434158,50,8.15,1,3
195438915,50,10.67,1,4
195624066,50,14.52,2,16
195625387,100,22.49,2,168
195629059,50,13.65,2,16
195632245,30,9.33,2,21
195639658,50,5.02,1,37
195847549,30,4,1,1
195858185,100,2508.62,2,321
195859164,50,5.5,1,2
196043784,100,16,1,3
196049475,50,4.49,1,28
196056158,100,21.35,2,42
196058080,50,8,1,2
196060187,50,15.33,1,5
196066164,50,19.15,2,142
196250590,25,6.67,1,3
196254822,100,7.17,1,14
196261882,49,8.08,1,3
196262371,50,7.67,1,53
196266263,50,17.57,1,8
196267067,100,61.22,2,67
196267434,25,10,1,4
196274192,251,132.31,2,10
196460619,25,4,1,1
196468795,25,8.13,1,6
196469254,50,5.5,1,2
196478582,50,67.26,2,115
196481197,50,8.43,1,6
196685803,50,20,1,4
196694469,100,34.92,2,28
196695882,25,6.67,1,3
196889134,1000,276.88,1,85
196890261,100,117.82,1,8
196893791,50,7.58,2,9
196903397,100,126.96,2,318
197090907,50,14.28,1,16
197111987,25,0,0,0
197299662,25,5.3,1,8
197311251,50,8,1,2
197314736,100,16,1,2
197317221,50,4.37,1,4
197321324,100,12,1,3
197323391,50,8.94,1,22
197507594,50,5.09,1,9
197519617,50,1.72,1,4
197522738,50,8,1,1
197525088,50,46.89,1,83
197722900,25,4,1,1
197733179,25,1.94,1,9
197735306,30,3.33,1,3
197736068,50,8,1,2
197939398,25,4,1,1
197942146,50,5.86,1,1
198139823,25,4,1,1
198140467,50,4.05,1,11
198146176,50,6.18,1,24
198155227,80,12,2,4
198360590,200,88.52,2,105
198368347,100,21.5,2,4
198779085,25,4.83,1,4
198780398,50,8.17,1,7
198780648,40,9.27,1,5
198784142,50,12.33,1,10
198784647,100,18.87,1,12
198785364,100,107.91,2,18
198786091,25,255,1,7
198976732,150,21.5,1,5
198978657,100,18.21,1,78
198990758,400,201.91,1,12
198993232,50,5.3,1,10
198994679,25,3.38,1,27
198995859,50,79.75,1,128
199392971,100,21.5,1,4
199404117,100,10.97,1,29
199408889,200,54.5,2,23
199414485,50,28.82,1,10
199416443,50,0.66,1,5
199600892,25,12,2,3
199605975,200,201.54,2,46
199611676,50,3.59,1,27
199612414,30,4,1,1
199621419,25,0,0,2
199621449,100,19.33,1,5
199624531,50,0,0,2
199810138,100,16,1,2
200032210,25,4,1,1
200034095,40,8.52,1,4
200040528,4000,1425,1,12
200232228,25,14.36,1,71
200234524,50,8,1,1
200239294,50,6.08,1,5
200241744,25,4.21,1,2
200248779,100,13.33,1,7
200250062,25,0.05,1,1
200446092,50,6.29,1,25
200448135,66,15.56,2,2
200453808,100,27.87,1,11
200454210,25,4,1,1
200458305,50,4,1,1
200459345,25,0.66,1,2
200461696,50,5.07,1,6
200661862,50,9,2,3
200662861,50,4.08,1,23
200863535,900,191,2,17
200865453,150,32,2,8
200867959,25,34,1,12
200879581,25,2.38,1,11
201078514,100,10.67,1,5
201085851,25,1.88,1,9
201086689,50,3.95,1,28
201283705,100,20.37,1,8
201284564,100,16,1,4
201288579,25,5.29,1,3
201486088,50,1.5,1,1
201486236,100,22.88,1,7
201489030,25,6.21,2,25
201489682,25,24.95,1,145
201490803,50,4,1,1
201502633,25,798.33,2,15
201696389,50,4,1,1
201699372,25,564.74,2,40
201907204,50,7.5,1,6
201908255,50,1.96,1,16
201913705,50,5.5,1,2
201916313,25,4,1,1
201917475,300,105.28,1,59
201917516,500,58.68,1,20
201919858,150,47.04,2,58
202118686,25,4.16,1,3
202121708,50,0.57,1,3
202126219,50,8.2,1,5
202127813,25,6.67,1,2
202128397,50,17.33,2,47
202130335,50,8.29,1,22
202131525,100,45.39,1,21
202325214,100,45.89,1,24
202336110,100,4,1,1
202341945,50,6.67,1,4
202343348,50,8,1,2
202345575,250,121.33,2,44
202347006,50,5.53,2,43
202537672,50,8.06,1,3
202539757,25,4.5,1,2
202548338,50,8,1,2
202551010,50,12.77,1,76
202557006,50,8.5,1,4
202762556,1000,488.38,1,17
202762561,100,5.15,1,15
202763415,50,4,1,1
202765541,100,190,2,47
202954021,25,14.16,2,56
202954702,100,14.58,1,12
202955875,100,422.27,2,60
202965495,50,41.71,1,102
202968021,50,3.05,1,1
202968594,50,0,0,0
202969832,50,21.81,1,15
202975473,50,8.71,1,16
203166779,50,5.83,1,12
203174146,25,3.6,1,25
203179248,100,15.64,1,64
203374816,2000,647.22,1,38
203377159,25,4.18,2,5
203381908,50,6,2,4
203382352,25,9.31,2,50
203388048,50,0.33,1,3
203388718,50,34.22,2,75
203388849,300,131.5,2,20
203585433,50,16.82,1,9
203594143,100,3.86,1,3
203595352,50,46.4,2,13
203790454,50,7.5,1,4
203795573,50,200.63,2,48
203795711,35,9.67,1,7
203797561,150,10.28,1,58
203798862,50,4,1,1
204005665,50,4,1,1
204008060,100,0.46,1,3
204008775,50,20.1,1,18
204217190,25,3.86,1,5
204220445,50,7.76,1,7
204423131,25,8.44,1,12
204425191,25,9,2,11
204425826,50,5.28,2,54
204428228,50,9,2,4
204429900,100,65.5,1,15
204430325,100,0.28,1,5
204433438,100,20.33,1,6
204629558,100,28.31,1,22
204643985,100,0,0,0
204837780,200,35.96,1,26
204845193,100,36.67,1,12
204846389,100,12,1,2
205049139,50,0,0,0
205060773,25,4,1,1
205260683,400,189.89,2,285
205261835,100,0,0,0
205264297,25,4.5,1,3
205265247,290,63.3,1,20
205265412,50,0.5,1,4
205268783,25,2.81,1,5
205268947,25,0,0,1
205476028,50,4.28,1,8
205476822,50,13.5,2,8
205478694,50,12.22,2,33
205479576,50,20.67,1,2
205479982,2500,1209.71,2,284
205482941,100,21.23,2,55
205679164,100,28.49,2,21
205683271,50,8.72,1,2
205683795,750,144.5,2,34
205692946,100,17.15,1,32
205887403,50,9.14,1,7
205889710,50,10.5,1,10
205895492,25,257.69,1,42
205899269,100,21.33,1,27
205900841,50,8,1,2
205902260,50,20.93,1,11
206104284,100,18.59,1,23
206105096,25,381.76,2,169
206106552,50,24.34,2,220
206108720,1200,965,2,43
206311571,25,121.5,1,61
206311944,25,8.75,1,3
206312882,100,32.58,1,36
206518966,50,2.34,1,8
206520101,50,8,1,2
206520497,25,4.45,1,2
206521208,500,1613,1,39
206524904,25,1.5,1,1
206526048,25,5.31,1,21
206526245,70,7.93,1,14
206527871,50,33.9,1,23
206732732,25,7.93,1,8
206733038,50,5.21,1,52
206735980,100,46,2,53
207144496,50,8.57,1,6
207144714,50,8.54,1,3
207146733,50,8,1,2
207147055,50,13.95,1,102
207147569,2800,474,1,19
207148082,25,54.12,2,26
207149784,100,15,1,1
207357990,50,13.76,1,9
207358847,25,16.5,1,6
207560760,25,0.24,1,3
207560852,100,20,2,3
207567013,150,16.08,1,33
207768954,50,12.75,1,4
207769368,100,18.87,2,10
207771935,25,19.62,1,26
207783440,25,0.76,1,4
207784151,30,113.5,2,12
207981204,50,0,0,2
207981355,100,24.5,1,7
207982081,50,3,1,2
207982494,25,1.5,1,3
207983842,50,4,1,1
207986797,300,171.15,2,26
207993574,30,11.94,1,13
208400408,500,3,1,2
208402437,300,119.9,2,123
208402927,50,4,1,1
208403333,100,8.32,1,12
208409347,2000,583,2,11
208409692,50,78.34,1,65
208412843,50,71.25,1,67
208413969,50,11.17,1,5
208618942,25,5.86,1,1
208619060,25,4.39,1,2
208619515,50,1.71,2,14
208622754,150,24,1,5
208624028,50,32.72,2,36
208626538,100,20,1,4
208816473,400,643.26,2,280
208822712,50,8.5,1,4
208823150,50,8.75,1,4
208823171,100,258,1,24
208829784,50,8.45,1,3
209030905,100,17.25,1,40
209032854,25,8.83,1,5
209033573,50,56,2,7
209038223,150,49.5,1,11
209039686,200,35,1,5
209044238,100,15.83,1,18
209044672,100,23.33,1,8
209045176,30,4.59,1,5
209240778,30,4,1,1
209243736,25,4,1,1
209245562,50,28.84,2,19
209246243,50,0.22,1,2
209252870,900,450,1,19
209445169,50,20,1,4
209447283,100,17.59,1,72
209448983,100,29,2,14
209451629,100,16,1,3
209452129,25,0,0,2
209453677,50,4,1,1
209458236,25,31.89,2,61
209459886,150,90.27,1,10
209461864,150,74.7,2,28
209462246,50,1.5,1,1
209655805,25,211.58,2,16
209662142,200,34.92,1,34
209663367,25,3.08,1,18
209663384,50,204.65,2,35
209668379,25,4,1,1
209671174,50,12.12,1,3
209672115,50,26.75,2,16
209673050,500,326.86,1,20
209863522,25,4.5,1,2
209871403,50,8,1,2
209873608,25,4,1,1
209876482,25,4,1,1
209878434,450,183.79,2,38
209878614,25,4.08,1,3
210080458,25,0.25,1,3
210081125,100,26.92,2,124
210082074,25,4,1,1
210082469,50,56.13,1,32
210083601,50,7.5,1,3
210083944,50,8.54,1,10
210087723,100,16,1,2
210282294,50,8,1,2
210288704,200,129.5,2,45
210294807,100,17.5,1,8
210296137,28,37.83,2,25
210296167,25,6.75,1,9
210297505,50,8,1,2
210298247,50,116.67,1,9
210299100,50,2.01,1,10
210299141,200,81.49,1,78
210299414,25,4.5,1,2
210299985,25,57.75,2,69
210492267,100,1.7,1,4
210492464,75,49.69,1,39
210498973,50,8,1,2
210508148,50,8.21,1,3
210508194,50,8,1,2
210510624,50,0,0,0
210511259,100,97.89,1,35
210702060,100,1.23,1,5
210703604,50,0,0,0
210714873,50,16.6,1,24
210717684,50,4,1,1
210721230,100,23.8,1,45
210911126,50,13.5,2,3
210911960,100,5.36,1,4
210923532,500,114.5,2,7
210926421,100,46.5,1,4
210928553,50,43.25,1,15
210929304,100,36.5,2,11
210929660,100,37.87,2,71
210929922,50,3.98,1,6
211124096,100,24.3,1,12
211124747,350,175.12,2,143
211128957,50,8.54,1,4
211130153,50,4.45,1,10
211132851,50,0.75,1,1
211133601,100,16.5,1,10
211137999,60,5.13,1,6
211330945,50,0.75,1,2
211336858,50,14.5,1,8
211338986,200,85,1,8
211342431,25,7,1,7
211342533,100,15,1,1
211342809,50,18.11,1,46
211344271,25,0,0,0
211344436,50,10.03,1,8
211348679,50,11.74,1,45
211539347,77,22.67,1,6
211541488,75,11.3,1,57
211542388,25,4,1,1
211542908,100,23,2,7
211544207,175,103.96,2,152
211545245,50,7.5,1,4
211545922,100,30,1,12
211549540,100,16,1,2
211551971,50,8.15,1,3
211553109,50,12.5,1,5
211553535,100,0.36,1,1
211553762,50,4.08,1,3
211554563,100,4.68,1,10
211555180,200,40,1,7
211555709,100,29.33,1,8
211556126,50,19,1,4
211557227,100,47.71,1,104
211557339,25,4,1,1
211557635,25,28.5,2,10
211749444,50,1.65,1,5
211750888,25,50.16,2,22
211752113,500,75,1,1
211753139,100,0.18,1,2
211753747,25,8.47,2,12
211754448,50,8.26,1,2
211754723,50,0,0,1
211755665,50,4.1,1,18
211755980,50,0,0,0
211756531,50,14.94,1,15
211759217,50,5.93,2,49
211759499,30,0,0,0
211760445,30,0,0,0
211760784,100,4.28,1,4
211762752,100,12.48,1,15
211763347,25,7.93,1,21
211764951,50,2.86,1,12
211765752,30,0,0,0
211766183,50,13,1,5
211766290,50,7.76,1,1
211766339,50,3.75,1,6
211767865,100,26.67,1,8
211960747,50,8.37,1,5
211963867,24500,2234,1,55
211963914,100,0,0,2
211972450,50,8,1,2
211975097,25,0.06,1,1
211975207,25,3.85,1,10
211976386,50,8,1,2
211976612,50,4,1,1
211977907,25,0,0,0
211977987,50,12.57,1,5
212167579,50,48.17,1,35
212167664,50,9,1,2
212168199,100,3,1,2
212169241,218,61.5,2,16
212175537,50,7.33,1,4
212176530,75,14.34,1,22
212177405,25,6.59,1,18
212178251,100,37.32,1,48
212178889,30,7.75,1,4
212179699,50,5.82,1,44
212179813,50,3.38,2,13
212180834,7900,5283.84,2,337
212181592,50,3.6,1,5
212182816,100,0.56,1,3
212185330,50,5.12,1,7
212185489,100,20,1,3
212186741,100,3,1,2
212187209,50,61.5,2,61
212376979,50,0.75,1,1
212377033,50,4.3,1,2
212379418,25,0,0,1
212381102,50,13.33,1,5
212381462,25,18,1,3
212382115,50,7.33,1,4
212383191,50,45.5,2,11
212384655,50,1.5,1,1
212385231,100,16,1,5
212386917,53,23.54,1,3
212388981,50,6,1,13
212390362,25,8.5,2,3
212391537,200,122.5,2,73
212394543,50,4.01,1,3
212394653,50,8.75,1,2
212396198,750,757.93,2,172
212396249,50,0,0,3
212397244,200,43.67,1,4
212586284,50,0,0,0
212586635,25,19.78,1,25
212587931,50,6.16,1,9
212590464,50,11.5,1,5
212593155,50,39.19,2,45
212593899,200,72.67,2,37
212596446,430,7.41,2,12
212598484,50,6.56,1,8
212599430,50,34.64,2,52
212599684,50,2.17,1,3
212600524,50,8,1,1
212601641,50,8.75,1,2
212603125,50,19.77,2,66
212603355,50,8.17,2,5
212603421,50,0.6,1,2
212604605,50,2.86,1,9
212604707,100,24,1,23
212605539,25,4.54,1,6
212605723,100,7.76,1,38
212605757,25,13.3,1,31
212796389,400,591.67,2,34
212797365,25,3.94,1,4
212797804,50,7.33,1,3
212799605,100,15.8,1,5
212800107,550,147.5,2,9
212801333,25,0,0,1
212801991,25,4.9,1,27
212804840,50,12.75,2,13
212805393,125,38.25,2,6
212806085,25,9.02,1,13
212806740,50,16,1,4
212807053,50,6.87,1,6
212807240,25,6.98,1,10
212808089,100,20.17,1,6
212808530,50,30.39,2,98
212812948,50,3.46,1,4
212813280,50,8,1,1
212813619,50,40,1,23
213005720,25,11.11,2,73
213006600,50,7.69,1,7
213009272,100,26.64,2,61
213010769,25,0,0,0
213011327,25,0,0,0
213012553,100,15,1,1
213012980,50,7.06,1,10
213013782,100,18,1,6
213015155,150,25.26,2,68
213015647,100,43.83,1,7
213021017,100,18.33,1,12
213023173,25,7.33,1,6
213023283,380,87.08,2,55
213214328,50,9.84,2,22
213214972,300,32,1,4
213215302,100,19,1,2
213215697,30,0.69,1,3
213216370,50,9.89,1,3
213217655,300,66.5,2,33
213218751,100,25.58,1,29
213219180,50,8.5,1,4
213219272,50,1.86,1,9
213221354,25,14.76,2,243
213223724,25,4,1,1
213223761,50,4.54,1,6
213225512,100,23.49,2,12
213225875,50,3.24,1,18
213225948,100,17.68,1,8
213226794,25,0.75,1,8
213229353,100,12.53,1,26
213424370,30,7,1,3
213424483,100,26.49,1,34
213424585,300,45,1,2
213428801,150,6.8,1,31
213429271,100,174.57,2,162
213430241,50,16.67,2,8
213431485,50,6.98,1,29
213432175,50,16.67,1,7
213432358,100,6.8,1,29
213433667,50,1.42,1,8
213435029,100,119.33,2,93
213435069,100,18,1,3
213436623,73,60.83,2,126
213438510,100,287.12,2,158
213439366,25,29.85,1,61
213440463,50,4.73,1,23
213440855,100,17.16,2,84
213633986,50,13.55,2,24
213635480,50,0.75,1,1
213636248,50,1.95,1,7
213636265,100,20,1,5
213636496,250,66.74,1,63
213636512,25,5.25,1,7
213636708,50,4,1,1
213636933,1000,600,1,4
213637335,100,4.57,1,30
213638185,25,0,0,1
213638190,100,45.72,2,48
213638208,1000,734.5,1,7
213638497,50,8.47,1,2
213638867,50,5,1,1
213639870,50,8,1,2
213640553,25,4.3,1,3
213640919,25,8,1,2
213641637,25,1.5,1,1
213641864,100,4,1,1
213641921,50,14.11,1,27
213642570,150,13.24,1,49
213644297,100,77.61,1,21
213644360,100,34,1,3
213644564,25,4,1,1
213645367,200,39,2,6
213645876,30,21.75,1,7
213645977,100,12.9,1,8
213646376,30,10.5,1,3
213646484,50,12.73,2,8
213646862,100,50,1,7
213647221,50,10,1,6
213647490,50,0,0,0
213844334,300,56.39,2,70
213845978,50,12.75,2,16
213846888,100,0.38,1,3
213847194,50,14.69,1,53
213848302,100,37.85,2,40
213850656,25,5.5,1,2
213853353,100,21.85,1,3
213853709,25,4.14,1,9
213853739,50,16.74,1,2
213854255,75,18.5,1,7
213854818,100,93.61,2,296
213855416,100,31.77,1,21
213855905,50,6.05,1,22
213857030,50,4.34,1,12
213857339,25,2.1,1,10
213857608,25,3.53,2,4
213857807,100,0,0,0
213858498,100,0,0,0
213859220,50,13.33,1,5
213859436,50,5.5,1,3
213859711,50,3.2,1,12
214052203,150,27.43,1,64
214052573,50,36.08,1,81
214052706,50,11.33,1,3
214053430,200,93.1,2,45
214054933,4380,1030.61,1,276
214055781,50,203.74,2,305
214056571,1000,3210,1,32
214056797,200,15,1,3
214058080,50,1.98,1,8
214058369,50,3.82,1,7
214059113,50,8,1,2
214059810,100,0,0,0
214060392,25,12.95,1,13
214060693,1000,120,1,1
214060723,500,245,2,8
214061316,340,256.12,2,199
214063289,25,22.18,2,23
214064014,50,5.32,1,8
214064133,830,437.83,2,40
214065445,100,7.85,1,16
214065670,25,12.55,2,8
214065719,50,19.63,1,18
214065816,50,3.56,1,32
214066960,50,6.84,2,10
214067292,75,39.9,2,45
214068304,50,3.08,1,22
214261527,100,34.88,1,29
214262677,75,22.5,2,10
214262799,45,29.06,2,20
214263388,50,4,1,1
214264959,150,24,1,5
214265002,50,14,1,5
214265369,100,2.12,1,12
214266260,100,20,1,5
214266421,50,8.5,1,4
214267139,25,1.8,1,4
214267349,200,121.5,1,15
214267831,50,36.81,1,18
214267845,100,16.3,1,7
214268360,150,41.5,1,6
214268653,50,6.67,1,3
214268687,50,22.4,2,4
214269425,25,0,0,2
214271549,25,4.58,1,3
214271594,100,68.13,2,43
214271693,50,44.03,2,18
214271739,50,13.33,1,6
214272971,100,14.26,1,26
214273701,385,254.82,2,21
214274059,50,58.55,2,123
214274218,500,21.34,1,9
214274306,82,7.95,1,29
214274398,200,12.7,1,112
214274667,50,2.47,1,8
214275193,100,0.11,1,1
214275334,100,21.75,1,17
214275510,47,4.5,1,19
214275711,50,0,0,0
214276004,50,6.67,1,3
214276144,25,0,0,0
214276585,150,50.67,2,18
214276894,50,29.49,2,49
214276895,150,90.75,1,31
214276906,200,53.8,1,17
214471355,50,15.58,1,15
214471413,50,4,1,1
214473183,50,20,1,3
214474696,50,95,2,13
214474733,50,4.42,1,18
214475350,25,0.45,1,3
214476202,50,34.5,2,31
214476222,50,3.58,1,7
214476347,100,0,0,0
214476650,100,63.13,1,9
214476666,500,3.86,1,5
214476732,100,39.15,1,78
214477785,50,0.4,1,4
214477946,350,166.73,2,11
214477990,200,217.5,2,16
214478927,100,10.2,1,45
214478938,50,13.59,1,39
214479062,100,16.56,1,33
214479130,300,131.77,1,54
214479494,50,3.33,1,3
214479645,33,7.56,1,1
214479999,25,84,1,10
214480426,150,49.02,1,84
214480599,50,8.5,1,3
214480751,25,4.86,1,5
214481526,25,4,1,1
214482560,50,16.67,1,1
214482820,25,13.5,2,18
214483054,100,50.99,1,184
214483108,300,108.84,2,34
214484032,50,6.41,1,12
214484807,50,6.67,1,7
214485148,25,4.3,1,2
214485605,100,17.57,1,53
214485888,50,63.75,1,28
214485949,50,7,1,35
214485981,200,86.58,1,47
214680554,50,11.78,2,46
214680611,50,3.33,1,3
214680962,75,18.17,2,21
214681202,1000,239.78,2,10
214681619,50,5.38,1,36
214682036,2000,631.64,1,10
214682043,50,19.61,2,43
214682303,50,8,1,2
214682852,30,41.11,1,54
214683562,200,36,1,9
214683629,25,55.25,2,14
214683973,2000,352.19,2,15
214684059,50,0,0,0
214684399,50,8,1,2
214684479,50,155.04,2,82
214684927,100,15.3,1,15
214685156,50,9.5,1,3
214686280,50,1.16,1,12
214686541,25,6.67,2,2
214686591,50,9.48,1,9
214686945,500,0,0,0
214686992,50,38.17,2,94
214687891,100,3.02,2,26
214688807,50,19.67,2,38
214688885,100,73.03,2,18
214688926,50,3.33,1,5
214689085,25,11.47,2,5
214689266,50,5.23,1,4
214689329,25,23.67,1,67
214689608,25,14.42,2,31
214689924,500,60.8,1,53
214690688,25,0.75,1,3
214691167,150,0,0,0
214691324,50,0.34,1,6
214691460,500,72.74,1,15
214691691,25,16.44,1,95
214691736,25,0.63,1,6
214692573,50,39.25,1,16
214693202,50,8.75,1,4
214693207,50,4,1,1
214693606,50,12,2,2
214693994,50,8,1,2
214694002,50,0.57,1,6
214694146,100,1.93,1,4
214694393,25,0,0,3
214694993,100,23,1,2
214695762,100,15,1,1
214695815,50,12,2,3
214695891,25,10.67,1,5
214696121,25,1.55,1,10
214696239,50,21.25,1,12
214696364,900,352.93,1,264
214696422,100,12.52,2,93
214696717,25,0.37,1,8
214696903,100,78.53,2,78
214697093,50,8.56,1,69
214697344,30,20,1,8
214697370,100,26.25,2,76
214697572,25,3.53,1,4
214889991,25,0,0,0
214890008,25,0,0,0
214890144,25,0,0,0
214890298,50,218.67,2,33
214890585,100,79.9,1,3
214890820,25,0,0,0
214890850,100,82.92,1,12
214890909,25,0,0,0
214891081,25,1.94,1,2
214891328,50,7.5,1,4
214891377,75,12,1,3
214891423,100,9.59,2,7
214891543,25,0,0,0
214891591,50,11.79,1,29
214891659,300,192.63,1,16
214891668,50,8.33,1,3
214891794,25,0,0,0
214891920,50,10.05,1,21
214892028,25,0,0,0
214892134,25,0,0,0
214892210,25,0,0,0
214892255,50,4.5,1,5
214892286,25,11.46,2,8
214892536,50,8,1,2
214892567,250,28,1,5
214893098,25,0,0,0
214893130,50,1.83,1,11
214893310,100,68.83,2,14
214893541,30,66.79,2,226
214893574,25,0,0,0
214893595,25,0,0,0
214893727,25,0,0,0
214894054,25,0,0,0
214894131,25,0,0,0
214894259,190,20.07,1,47
214894363,100,21.37,2,41
214894529,25,0,0,0
214894958,25,0,0,0
214895022,25,0,0,0
214895638,25,0,0,0
214895686,500,50.05,1,24
214895888,25,0,0,0
214896107,650,226.92,2,70
214896315,50,2.87,2,11
214896332,25,0,0,0
214896347,25,0,0,0
214896435,25,0,0,0
214896673,100,2.45,1,19
214896837,25,0,0,0
214896921,25,5.62,1,5
214896946,25,3.33,1,3
214896960,100,3.65,1,5
214897034,25,0,0,0
214897302,1000,165,1,7
214897380,25,0,0,0
214897428,25,0,0,0
214898048,200,95.73,2,39
214898194,50,8.91,1,9
214898217,50,3.09,1,6
214898322,50,13.33,1,6
214898377,200,77.01,2,71
214898423,25,0,0,0
214898520,25,0,0,0
214898569,140,56.86,2,222
214898574,300,26.07,1,19
214898649,25,0,0,0
214898659,25,0,0,0
214898708,50,8,1,2
214898738,800,842.1,2,35
214898761,25,0,0,0
214898929,100,8.23,1,2
214899073,100,114.59,2,43
214899193,25,0,0,0
214899279,50,24.31,1,14
214899684,25,0,0,0
214899895,100,27.37,1,125
214900080,50,22.5,2,13
214900517,25,4,1,1
214900615,25,2.2,1,8
214900703,45,13.49,1,6
214900853,25,0,0,0
214900892,25,0,0,0
214900977,200,250.65,2,65
214901224,25,0,0,0
214901592,50,8,1,2
214901703,25,0,0,0
214901759,100,4.99,1,24
214901785,50,18,1,5
214901893,50,8,1,1
214902042,25,0,0,0
214902211,25,1.85,1,7
214902453,25,0,0,0
214902484,50,45,2,20
214902486,25,0,0,0
214902632,130,69.55,2,29
214902721,50,9,1,4
214902852,25,4.8,1,6
214902901,50,17.25,1,33
214903063,25,0,0,0
214903115,25,35.18,2,24
214903206,100,13.5,1,4
214903216,50,1.5,1,2
214903252,50,12.14,1,7
214903257,25,1.5,1,2
214903302,25,0,0,0
214903345,25,0,0,0
214903387,25,0,0,0
214903499,25,0,0,0
214903563,50,14,1,6
214903609,50,11.93,2,13
214903671,50,8,1,1
214903758,100,6.73,1,5
214903807,83,4.14,1,5
214903845,25,0,0,0
214903870,25,0,0,0
214903892,50,12,1,3
214904187,125,36,2,9
214904239,25,13.87,1,19
214904360,50,18.42,1,7
214904440,25,0,0,0
214904655,25,3.53,1,14
214904765,25,0,0,0
214904898,300,58.25,2,8
214905140,25,0,0,0
214905159,25,0,0,0
214905485,100,15,1,1
214905598,25,0,0,0
214905681,25,0,0,0
214905700,300,122.32,1,53
214905734,25,0,0,0
214905895,25,0,0,0
214906116,25,0,0,0
214906254,25,0,0,0
214906824,25,0,0,0
214907053,25,0,0,0
214907066,25,0,0,0
214907124,25,0,0,0
214907126,25,0,0,0
214907280,3800,1309.73,2,240
214907342,100,24.11,1,5
214907575,100,8.83,1,25
214907710,25,2.38,2,21
214907782,50,43.64,2,78
214907883,50,35.08,1,6
214908291,25,0,0,0
215099305,40,0,0,0
215099351,50,9.5,1,2
215099355,50,5.7,1,7
215099409,50,0.89,1,5
215099482,40,0,0,0
215099492,25,4,1,1
215099570,50,1.68,1,5
215099588,50,15.16,1,21
215099606,25,0,0,0
215099615,25,0,0,0
215099617,30,31.39,2,85
215099645,30,0,0,0
215099708,30,0,0,0
215099713,25,0,0,0
215099723,150,70.12,2,70
215099763,25,0,0,0
215099786,40,0,0,0
215099791,30,0,0,0
215099799,30,0,0,0
215099870,25,0,0,0
215099950,100,5.23,1,8
215099964,40,0,0,0
215099980,50,0,0,0
215099984,30,0,0,0
215100029,25,5.86,1,1
215100062,100,11.02,1,17
215100096,25,0,0,0
215100112,50,1.11,1,10
215100123,30,0,0,0
215100137,25,0,0,0
215100182,500,209.29,2,91
215100187,150,31.93,2,14
215100217,25,0,0,0
215100222,50,4.83,2,31
215100231,30,10.5,1,6
215100272,50,13.9,1,5
215100290,30,2.53,1,10
215100312,30,0,0,0
215100317,50,39.04,2,86
215100365,30,0,0,0
215100421,30,0,0,0
215100451,30,0,0,0
215100458,260,79.57,2,70
215100504,30,0,0,0
215100562,150,8.75,2,54
215100563,50,9.5,1,2
215100569,50,9.96,1,21
215100629,25,0,0,0
215100733,30,0,0,0
215100754,25,0,0,0
215100758,25,0,0,0
215100784,25,0,0,0
215100825,30,0,0,0
215100827,25,0,0,0
215100858,30,0,0,0
215100872,25,0,0,0
215100910,25,0,0,0
215100938,25,0,0,0
215100985,25,0,0,0
215101076,30,0,0,0
215101077,25,0,0,0
215101099,50,8,1,1
215101111,25,0,0,0
215101200,100,3.33,1,3
215101232,30,0,0,0
215101238,25,0,0,0
215101255,25,0,0,0
215101261,25,0,0,0
215101268,25,0,0,0
215101271,40,0,0,0
215101280,25,0,0,0
215101316,50,7.91,1,7
215101316,80,10.53,1,23
215101325,27,0.51,1,3
215101326,100,18.72,1,24
215101352,300,54.07,2,135
215101390,30,0,0,0
215101391,40,0,0,0
215101401,25,0,0,0
215101412,200,15.66,1,9
215101445,25,0,0,0
215101468,30,0,0,0
215101494,25,0,0,0
215101505,200,28.51,2,4
215101626,25,0,0,0
215101654,30,0,0,0
215101657,50,6.33,1,4
215101667,25,0,0,0
215101671,40,0,0,0
215101700,40,0,0,0
215101771,3500,1261.23,2,49
215101795,50,0,0,0
215101798,25,0,0,0
215101814,50,8.52,1,9
215101827,100,47.25,2,13
215101894,50,0,0,0
215101927,25,1.5,1,1
215101959,25,3.51,1,14
215101989,30,0,0,0
215102022,30,0,0,0
215102041,50,12,1,3
215102058,30,0,0,0
215102062,50,27.75,2,4
215102115,25,0,0,0
215102463,100,7.24,1,5
215102537,30,0,0,0
215102591,344,404.32,2,67
215102604,25,0,0,0
215102611,50,2.28,1,9
215102628,25,0,0,0
215102732,25,0,0,0
215102747,3300,1094.48,2,215
215102754,100,97.24,1,15
215102757,50,119.81,2,366
215102819,40,0,0,0
215102890,25,0,0,0
215102891,50,2.73,1,8
215102909,25,0,0,0
215102954,40,0,0,0
215103005,50,0.39,1,3
215103010,30,0,0,0
215103027,25,0,0,0
215103150,25,0,0,0
215103224,25,5.9,1,23
