user_identifier,total_purchase,total_rake,total_rake_apd,total_games
215323869,40,0,0,0
215323872,50,1.06,1,20
215323876,100,17.99,1,7
215323877,50,15,1,13
215323910,30,0.95,1,23
215323915,25,0,0,0
215323925,25,10,1,3
215323927,25,4.28,1,5
215323936,100,27.88,2,201
215323937,470,228.96,2,306
215323941,50,5.48,2,11
215323953,50,31.5,1,17
215323964,30,0,0,0
215323981,30,0,0,0
215323983,25,4,1,1
215323988,50,0,0,0
215323990,50,3.88,1,28
215323998,25,1.18,1,5
215324003,50,6.92,1,6
215324013,50,8,1,3
215324018,50,10.19,1,6
215324041,50,1.98,1,18
215324055,50,30,2,7
215324067,30,0,0,0
215324070,25,0,0,0
215324075,100,20.02,1,18
215324078,30,0,0,0
215324079,25,0,0,0
215324083,50,48,2,31
215324087,50,10.75,1,59
215324090,100,23.25,2,4
215324156,25,0,0,2
215324157,100,0.18,1,3
215324158,25,3.12,1,27
215324160,40,0,0,0
215324164,25,14.69,1,27
215324165,30,3.75,1,26
215324173,50,62.22,2,42
215324179,100,0,0,1
215324180,100,20.5,1,9
215324190,30,0,0,0
215324191,100,16.9,2,3
215324197,100,30.07,1,8
215324199,50,5.2,1,11
215324202,100,12.35,1,8
215324220,25,0.75,1,1
215324236,484,169.63,2,28
215324239,50,34.75,2,29
215324241,61,0,0,2
215324247,25,0,0,0
215324256,100,59.22,2,41
215324277,100,19,1,2
215324295,30,0,0,0
215324297,50,13.2,2,8
215324302,1000,120,1,1
215324321,166,0,0,2
215324323,100,30.15,1,9
215324330,100,11.19,1,19
215324332,50,7.02,2,4
215324342,25,0,0,0
215324343,50,25,2,22
215324344,25,0,0,0
215324349,25,1.89,1,10
215324359,100,7.28,2,7
215324375,100,4.69,1,8
215324377,50,21.59,2,18
215324390,50,3.65,1,34
215324393,100,33.66,2,17
215324394,25,0.49,1,3
215324398,25,0,0,0
215324411,100,19,1,5
215324414,100,15.28,2,29
215324424,25,0,0,0
215324425,25,47,2,37
215324441,150,48.18,2,109
215324451,100,165,2,7
215324453,50,0,0,0
215324457,100,52.5,2,15
215324463,50,7.84,1,7
215324479,100,27.27,2,113
215324480,25,0,0,0
215324481,25,3.75,1,37
215324492,50,14.83,1,6
215324494,500,488.85,2,20
215324508,100,70.74,2,58
215324519,25,5.2,1,3
215324531,50,2.78,1,22
215324540,100,114.58,2,53
215324549,200,93.5,2,22
215324554,100,16.72,2,30
215324563,50,16.67,1,1
215324576,50,7.26,1,9
215324580,250,41.97,2,39
215324587,500,2.34,1,13
215324612,155,861.22,2,12
215324623,30,0,0,0
215324625,100,8.92,2,28
215324633,50,4,1,1
215324658,50,6.25,2,22
215324660,50,0.34,1,7
215324663,100,52.73,1,10
215324667,25,0,0,0
215324675,50,3,1,1
215324680,50,71.49,1,15
215324693,30,0,0,0
215324694,50,6.67,1,5
215324695,25,4.95,1,3
215324699,630,128.15,2,44
215324706,200,123.99,2,31
215324707,100,73.43,2,54
215324727,25,0,0,0
215324737,100,0.66,1,10
215324757,30,0,0,0
215324766,25,6.67,1,3
215324769,100,59.55,2,30
215324777,25,7.14,1,7
215324783,50,6.67,1,3
215324787,30,0,0,0
215324791,25,2.44,2,4
215324795,100,0,0,0
215324800,50,0.52,1,11
215324809,90,46.46,2,24
215324814,50,0.69,1,5
215324825,50,15.86,1,28
215324844,50,27.84,1,109
215324852,50,16,2,9
215324856,100,10.5,2,5
215324861,25,0,0,2
215324869,100,4,1,1
215324870,25,0,0,0
215324878,100,13.67,1,7
215324895,397,452.03,2,111
215324904,25,0,0,0
215324906,100,10.81,1,58
215324911,100,5.92,1,14
215324912,50,30,2,15
215324915,50,1.15,1,17
215324920,100,23.46,1,69
215324943,26,1.1,1,10
215324950,25,0.36,1,6
215324957,50,4,1,1
215324963,125,88.07,2,48
215324976,50,8.2,1,3
215324993,50,54,2,16
215325008,57,15.87,2,33
215325010,30,0,0,0
215325028,100,22.79,2,58
215325031,50,4.75,2,2
215325037,25,0,0,0
215325059,200,66.07,2,40
215325067,40,0,0,0
215325071,100,23.83,2,47
215325090,50,5.97,2,15
215325094,50,0.3,1,2
215325098,2000,321.51,1,52
215325113,50,4,1,1
215325114,50,1.43,1,9
215325144,30,0,0,0
215325148,50,5.5,1,2
215325152,25,2.79,1,13
215325154,50,9.63,1,16
215325163,25,8.37,1,14
215325165,100,20,1,3
215325169,50,34.09,2,39
215325178,50,17.5,2,6
215325180,150,269.86,1,24
215325183,80,21.11,1,14
215325192,100,25.35,2,37
215325212,30,0,0,0
215325213,50,8,1,3
215325216,75,17.98,2,168
215325229,25,1.54,1,7
215325236,429,108.61,2,43
215325237,50,8.63,1,26
215325239,100,64.66,2,179
215325243,100,14.5,2,45
215325264,100,28.24,1,22
215325268,25,0,0,0
215325289,50,24.87,2,14
215325293,100,22.34,2,29
215325306,50,0.16,1,4
215325308,50,1.06,1,2
215325315,400,40.82,1,57
215325320,50,8,1,2
215325324,200,0.82,1,7
215325327,2000,471.5,2,21
215325334,350,132.24,1,641
215325346,30,0,0,0
215325349,25,0,0,0
215325350,850,171.91,2,49
215325357,30,0,0,0
215325362,25,17.62,2,38
215325363,50,15.4,2,53
215325369,100,8.93,1,18
215325371,50,4.49,1,17
215325376,50,20.15,2,88
215325419,166,0,0,2
215325422,50,26.67,1,4
215325423,50,30.58,2,39
215325433,100,10.79,2,10
215325446,50,7.14,1,9
215325463,200,15,1,1
215325475,25,4,1,1
215325485,50,3.34,2,35
215325486,300,102.78,2,45
215325511,50,4.82,1,36
215325526,40,0,0,0
215325529,100,6.86,1,9
215325533,30,0,0,0
215325549,50,1.81,1,20
215325583,50,0,0,0
215325585,25,0,0,0
215325596,25,0,0,0
215325597,150,118.98,2,105
215325616,100,6.53,1,5
215325619,200,27.84,2,54
215325627,25,8,2,2
215325645,50,8,1,2
215325648,100,7.69,1,17
215325661,199,44.21,1,11
215325674,25,4.27,1,10
215325692,50,100.66,2,91
215325697,110,4.57,1,17
215325709,100,8.17,1,5
215325725,50,4,1,1
215325728,50,6.14,1,19
215325728,25,0,0,0
215325732,25,9.6,2,34
215325748,400,500.04,2,107
215325777,50,3.53,2,17
215325782,25,0,0,0
215325828,100,17.98,2,156
215325841,80,28.01,1,12
215325848,25,0,0,0
215325857,100,1.79,1,26
215325864,25,0,0,0
215325869,50,10.67,1,4
215325872,150,84.52,2,146
215325884,50,0.57,1,5
215325902,50,2.02,1,24
215325939,50,30.59,2,274
215325945,50,16.76,2,62
215325987,25,2.31,1,21
215325988,25,0.56,1,11
215326014,30,0,0,0
215326017,100,4.17,1,45
215326034,30,5.5,1,4
215326045,25,6.75,1,10
215326056,50,84.41,2,24
215326058,25,4,1,1
215326064,25,31.92,2,28
215326067,25,16.34,1,140
215326070,50,113.61,1,67
215326074,100,327.33,2,51
215326078,100,0.73,1,3
215326087,100,2.05,1,9
215326088,25,3.24,2,28
215326089,50,14,2,48
215326110,125,45.38,2,235
215326115,100,20,1,3
215326115,30,0,0,0
215326117,100,18.75,2,9
215326131,1000,43.22,1,19
215326145,100,15,1,2
215326146,50,0,0,0
215326150,50,4.9,1,32
215326153,250,74.14,1,52
215326172,50,0.3,1,3
215326175,100,8,2,2
215326177,50,79.86,2,148
215326177,25,0,0,0
215326204,25,4.83,1,3
215326213,100,18.08,1,7
215326248,500,4690.96,2,652
215326249,25,0,0,0
215326253,500,399.75,1,106
215326255,50,6.75,1,6
215326260,100,19,1,4
215326281,30,3.33,1,4
215326298,100,16,1,2
215326301,40,0,0,0
215326305,50,2.33,1,8
215326306,100,0.12,1,3
215326313,30,0,0,0
215326317,50,1.5,1,9
215326319,200,24.7,2,110
215326344,500,116.42,2,101
215326345,50,18.26,2,7
215326352,25,0.79,1,6
215326355,105,12.48,2,35
215326361,25,4.71,1,11
215326365,158,48.75,2,32
215326368,50,4.63,1,24
215326373,500,125,2,4
215326393,50,7,2,10
215326404,25,7.98,1,29
215326407,30,15.93,2,11
215326418,100,14.98,1,10
215326421,50,31.48,2,106
215326423,50,7.09,1,6
215326424,100,12.85,1,18
215326434,50,0,0,0
215326437,25,0,0,0
215326450,25,4,1,1
215326463,50,7.67,2,45
215326472,100,16,1,4
215326473,50,7.8,1,19
215326484,30,0,0,0
215326492,30,0,0,0
215326492,25,2.77,1,10
215326493,25,0,0,0
215326502,150,64.59,2,42
215326506,510,454.68,1,71
215326508,25,2.82,1,19
215326508,50,0.71,1,4
215326513,140,10.01,1,22
215326517,100,20.62,1,9
215326527,50,30.97,1,67
215326539,50,7.06,1,41
215326549,50,16.09,2,8
215326554,50,3.89,2,41
215326558,25,22.31,2,9
215326567,50,3.77,1,18
215326573,300,520.5,2,97
215326575,50,4.5,2,11
215326585,50,4.5,1,2
215326590,25,11.33,2,3
215326596,50,8,1,1
215326611,50,37.15,1,56
215326619,50,0.43,1,5
215326620,75,23.39,2,109
215326624,100,74.89,1,15
215326643,100,0.7,1,11
215326665,40,0,0,0
215326668,30,0,0,0
215326671,110,90.72,2,31
215326692,50,3.33,1,2
215326695,25,0,0,0
215326710,25,0,0,0
215326715,50,1.32,1,7
215326725,100,1.69,1,10
215326735,100,84.33,2,290
215326745,40,0,0,0
215326757,150,7.01,1,8
215326765,50,54,1,20
215326769,50,0,0,0
215326772,25,4.28,1,2
215326780,1000,121.97,2,115
215326790,25,0,0,0
215326798,100,14.69,1,13
215326799,50,0.99,1,11
215326807,30,5.5,1,2
215326808,50,37.35,1,68
215326809,61,0,0,2
215326810,100,36.15,2,28
215326834,50,5.5,1,2
215326848,105,34.25,2,12
215326867,750,333.95,2,46
215326870,25,0,0,0
215326879,30,10,1,4
215326881,100,1.21,1,15
215326885,50,0.73,2,6
215326892,300,27.04,2,57
215326910,25,0,0,0
215326916,25,0,0,0
215326921,50,9.58,1,11
215326926,100,5.85,1,17
215326928,50,7.33,1,4
215326935,25,0,0,0
215326939,200,132.13,2,42
215326941,30,0,0,0
215326942,100,40.5,2,6
215326992,25,0,0,0
215327006,50,17.91,1,21
215327021,25,3.85,1,1
215327029,40,0,0,0
215327029,4500,604,1,9
215327031,191,0,0,2
215327036,50,1.63,1,5
215327037,100,60,1,6
215327060,50,13.33,1,6
215327076,100,5.02,1,11
215327078,100,2.21,1,9
215327090,50,1,2,11
215327095,50,2.94,1,6
215327107,50,8.63,1,7
215327118,2981,1026,2,17
215327122,400,301.5,2,91
215327125,25,0.99,1,4
215327128,50,6.67,1,4
215327130,100,0.06,1,1
215327133,50,11.57,2,98
215327134,100,9.28,1,9
215327142,25,0,0,0
215327150,40,0,0,0
215327151,50,8.92,2,31
215327176,30,0,0,0
215327221,100,33.02,2,9
215327227,150,54.06,2,14
215327236,50,4.87,2,29
215327257,25,81.04,2,129
215327272,500,97.58,1,56
215327277,1015,120,1,1
215327281,100,105.67,2,22
215327293,30,0,0,0
215327298,25,11.9,2,48
215327312,25,0,0,0
215327326,50,33.59,2,80
215327338,200,28.5,1,14
215327372,100,56.5,2,31
215327384,100,22.29,2,29
215327401,50,13.49,1,7
215327411,25,44.01,1,102
215327431,25,0,0,0
215327433,50,12,1,4
215327439,50,15.79,1,17
215327448,40,0,0,0
215327451,50,6.12,1,16
215327459,300,133.15,2,38
215327472,50,13.33,1,5
215327475,100,42.25,2,32
215327478,50,12,1,2
215518194,25,1.5,1,1
215518208,100,5.29,1,5
215518214,25,3.51,1,12
215518215,100,0.76,1,4
215518228,30,0,0,0
215518240,25,1.82,1,16
215518246,100,2.98,1,26
215518271,100,3.29,1,10
215518279,200,40,1,26
215518288,100,42.65,1,26
215518290,30,0,0,0
215518291,25,4,1,1
215518291,25,27.24,1,12
215518292,100,29.61,1,249
215518293,50,8,1,1
215518295,50,4.5,1,3
215518296,30,0,0,0
215518299,25,0,0,0
215518303,70,76.39,1,43
215518322,50,9.59,1,24
215518327,50,0.9,1,2
215518349,50,6.67,1,4
215518350,50,8.44,1,41
215518359,50,3.62,1,8
215518360,201,0,0,2
215518384,25,0,0,0
215518389,500,186.67,1,5
215518392,25,0,0,0
215518396,30,0,0,0
215518400,30,44,1,7
215518422,100,12.35,1,9
215518423,50,6.73,1,11
215518428,50,4.26,1,8
215518431,30,0,0,0
215518436,4000,600,1,6
215518441,100,1.57,1,4
215518451,100,1.81,1,15
215518454,100,21.86,1,16
215518455,100,27.19,1,52
215518456,25,0,0,0
215518457,100,9.52,1,8
215518462,200,15.62,1,32
215518467,25,0,0,0
215518471,50,0.16,1,2
215518484,100,15.09,1,19
215518489,25,0.69,1,6
215518494,50,20.25,1,5
215518498,100,3.89,1,40
215518507,50,8,1,2
215518522,50,1.3,1,15
215518543,25,0,0,0
215518547,130,13.68,1,24
215518555,25,0.87,1,5
215518560,25,0,0,0
215518565,25,0.08,1,2
215518573,25,0,0,0
215518578,40,0,0,0
215518581,100,4,1,1
215518605,25,0,0,0
215518606,50,8.32,1,13
215518614,5000,1665,1,12
215518632,25,0.72,1,9
215518656,30,0,0,0
215518688,50,14.18,1,58
215518693,100,0,0,0
215518694,50,2.52,1,12
215518697,25,2.27,1,10
215518707,50,0.97,1,6
215518713,50,5.82,1,3
215518723,50,13.43,1,4
215518736,200,7.9,1,9
215518788,50,0,0,0
215518834,50,6.93,1,4
215518837,50,0.58,1,6
215518854,30,0,0,0
215518862,50,12,1,12
215518864,25,0.08,1,2
215518865,50,10,1,5
215518867,100,62.33,1,25
215518869,50,34.41,1,18
215518877,50,3.06,1,12
215518882,30,4.81,1,6
215518901,25,0,0,0
215518907,50,6.13,1,43
215518914,30,0,0,0
215518919,25,2.25,1,2
215518927,50,2.8,1,28
215518937,25,0,0,0
215518945,30,0,0,0
215518966,25,0,0,0
215518982,50,4.43,1,2
215519034,28,1.28,1,3
215519041,100,4,1,1
215519049,50,1.5,1,1
215519063,30,0,0,0
215519068,50,17.3,1,6
215519082,30,0,0,0
215519083,500,17.52,1,14
215519084,30,0,0,0
215519086,30,0,0,0
215519094,25,0,0,0
215519129,25,13.5,1,8
215519133,25,0,0,0
215519138,25,0,0,0
215519139,100,47.5,1,6
215519140,100,9.75,1,69
215519144,25,4.3,1,2
215519147,100,12.69,1,8
215519148,50,0.36,1,5
215519162,25,0,0,0
215519172,100,5.08,1,14
215519187,250,2.79,1,4
215519194,100,4.65,1,6
215519206,100,0.12,1,3
215519240,30,0,0,0
215519246,25,2.25,1,3
215519252,100,10.16,1,10
215519260,281,56.23,1,116
215519288,100,12,1,2
215519289,25,0,0,0
215519293,30,0,0,0
215519329,500,93.66,1,27
215519351,30,0,0,0
215519363,100,28.49,1,51
215519371,100,3.46,1,8
215519392,30,0,0,0
215519402,25,0,0,0
215519404,100,18.75,1,28
215519406,30,0,0,0
215519410,300,169,1,18
215519411,100,20.5,1,7
215519417,50,0.34,1,2
215519428,100,28,1,4
215519433,200,136,1,10
215519438,25,0,0,0
215519439,100,31.77,1,84
215519461,50,7.94,1,49
215519464,25,0,0,0
215519474,100,12.8,1,14
215519476,50,1.5,1,1
215519480,100,15.2,1,57
215519485,25,0,0,0
215519510,25,0,0,0
215519521,200,8.59,1,12
215519522,30,0,0,0
215519523,50,17.83,1,22
215519543,50,0.66,1,6
215519546,50,4.13,1,19
215519551,90,4.76,1,14
215519562,100,7.63,1,10
215519569,100,3.42,1,11
215519582,30,0,0,0
215519582,100,13.22,1,80
215519608,126,0.83,1,5
215519614,50,2.33,1,6
215519624,50,8.72,1,46
215519641,50,2.16,1,6
215519645,30,0,0,0
215519646,500,39.08,1,10
215519649,100,1.5,1,3
215519660,25,2.41,1,21
215519664,30,0,0,0
215519694,25,13.48,1,6
215519696,2000,700.28,1,124
215519701,50,8,1,2
215519701,100,15.36,1,8
215519706,30,0,0,0
215519710,25,0.12,1,3
215519721,25,0,0,0
215519739,25,0,0,0
215519743,100,1.12,1,14
215519745,50,18.75,1,18
215519754,50,6.22,1,9
215519772,25,0,0,0
215519781,600,255,1,9
215519784,100,49.83,1,40
215519799,50,12.79,1,8
215519804,30,2.39,1,5
215519812,50,7.95,1,6
215519818,30,0,0,0
215519872,25,3.45,1,5
215519893,50,9.68,1,6
215519896,100,2.33,1,16
215519910,250,33.12,1,46
215519914,1005,1.46,1,16
215519915,100,67.9,1,1
215519931,100,3,1,3
215519933,27,0.95,1,4
215519934,50,15.17,1,14
215519953,50,6.45,1,24
215519958,50,8.11,1,55
215519963,50,18.18,1,24
215519966,155,88.27,1,128
215519973,25,0,0,0
215519975,50,2.04,1,12
215520005,100,2.75,1,1
215520011,100,0,0,0
215520022,25,0,0,0
215520026,25,6.19,1,14
215520032,50,4.57,1,38
215520033,25,0,0,0
215520041,25,0,0,0
215520043,25,2.65,1,21
215520051,30,3.38,1,10
215520056,50,19.21,1,42
215520059,300,30.61,1,31
215520060,100,1.42,1,14
215520082,25,0,0,0
215520109,50,10.8,1,12
215520109,100,17.5,1,5
215520117,25,0,0,0
215520118,25,0,0,0
215520126,50,0.26,1,2
215520135,25,0,0,0
215520141,25,0,0,0
215520145,625,332.5,1,8
215520155,50,0.64,1,10
215520158,500,53,1,4
215520187,50,25.8,1,159
215520187,300,45,1,2
215520193,25,3.81,1,4
215520201,50,0,0,1
215520225,50,3.83,1,11
215520252,50,37.5,1,15
215520254,500,32.56,1,9
215520255,50,0.12,1,2
215520283,30,0,0,0
215520285,26,0.31,1,3
215520299,50,8.06,1,5
215520302,25,0,0,0
215520304,50,0.52,1,13
215520305,25,3.43,1,5
215520306,25,0,0,0
215520311,50,18.16,1,31
215520312,60,10.31,1,9
215520317,100,4.59,1,38
215520321,50,5.89,1,28
215520323,50,2.47,1,5
215520329,25,0,0,0
215520341,25,2.63,1,10
215520345,50,8,1,2
215520350,100,11.25,1,3
215520351,250,61.81,1,48
215520356,100,3.33,1,3
215520367,1000,390,1,3
215520372,50,2.19,1,27
215520376,25,0,0,0
215520381,100,19.81,1,57
215520383,100,27.68,1,33
215520398,100,2.4,1,4
215520399,50,6.81,1,49
215520401,120,0.61,1,4
215520407,50,9.5,1,3
215520420,50,12.2,1,18
215520428,100,35.61,1,17
215520436,100,13.47,1,19
215520472,25,0,0,0
215520476,25,4.15,1,3
215520488,30,0,0,0
215520489,25,0,0,0
215520502,100,12.52,1,9
215520526,30,0,0,0
215520528,111,20,1,6
215520534,50,13.5,1,4
215520556,50,7.5,1,1
215520581,50,6.67,1,6
215520583,50,6.77,1,19
215520604,100,0.12,1,1
215520625,100,6.67,1,21
215520633,25,0,0,0
215520664,25,0,0,0
215520667,25,0,0,0
215520677,200,20.38,1,36
215520686,50,5.26,1,40
215520687,50,2,1,3
215520732,25,0,0,0
215520733,50,9.5,1,3
215520734,30,0,0,0
215520734,50,0.21,1,2
215520750,100,8.9,1,13
215520755,30,0,0,0
215520761,25,0,0,0
215520786,25,0,0,0
215520793,50,0.2,1,5
215520799,50,5.12,1,5
215520807,50,11.25,1,8
215520818,25,0.31,1,5
215520839,500,20.26,1,10
215520843,50,5.17,1,7
215520879,50,3.28,1,21
215520882,25,0,0,0
215520883,50,14.08,1,6
215520928,50,1.83,1,13
215520963,50,5.67,1,7
215520967,25,0,0,0
215520970,50,15.24,1,60
215520980,50,4.5,1,5
215520981,25,0,0,0
215520985,50,4.59,1,10
215520986,150,25.15,1,28
215520992,25,0,0,0
215521002,50,0,0,1
215521044,800,524,1,75
215521063,25,0,0,0
215521071,25,0,0,0
215521079,50,2.6,1,21
215521100,25,5.5,1,2
215521104,100,21.05,1,8
215521106,30,0,0,0
215521106,25,0,0,0
215521113,100,21.76,1,50
215521164,25,2.06,1,22
215521165,25,0,0,0
215521168,25,0,0,0
215521191,50,2.41,1,5
215521194,50,0.06,1,2
215521200,50,4,1,1
215521395,50,6.61,1,9
215521456,50,22.85,1,14
215521466,50,9.5,1,3
215521496,30,0,0,0
215521501,25,0,0,0
215521504,200,12.57,1,17
215521507,50,1.27,1,8
215521527,25,0,0,0
215521530,25,1.91,1,4
215521535,25,15.39,1,59
215521538,300,15,1,1
215521541,25,0,0,0
215521542,50,6.39,1,24
215521543,400,197.71,1,217
215521549,25,0,0,0
215521565,50,27.7,1,18
215521568,200,45.5,1,11
215521586,25,0,0,0
215521588,100,4.39,1,6
215521604,50,5.23,1,11
215521616,30,0,0,0
215521617,30,0,0,0
215521627,30,0,0,0
215521633,100,15,1,4
215521638,100,3.12,1,24
215521664,25,0,0,0
215521674,25,1.38,1,3
215521679,100,3.38,1,34
215521684,50,5.96,1,9
215521687,50,14.04,1,8
215521689,100,25.9,1,18
215521693,100,40.83,1,9
215521694,25,0,0,0
215521706,25,0,0,0
215521725,25,0,0,0
215521743,50,0,0,0
215521752,50,1.5,1,1
215521755,100,1.65,1,8
215521761,100,11.29,1,22
215521794,50,3.42,1,36
215521798,30,0,0,0
215521814,100,4.8,1,1
215521830,25,0,0,0
215521844,136,0,0,2
215521864,50,4,1,1
215521868,50,8,1,2
215521869,60,0,0,1
215521882,25,0,0,0
215521885,25,0,0,0
215521887,50,5.27,1,27
215521890,150,12.01,1,49
215521904,50,8.82,1,7
215521906,50,10.87,1,36
215521937,25,0,0,0
215521943,25,0,0,0
215521984,100,18.61,1,27
215521991,30,0,0,0
215521995,25,0,0,0
215522013,50,0.16,1,4
215522050,100,73.8,1,42
215522058,50,4.12,1,4
215522065,25,0,0,0
215522066,50,9.5,1,3
215522080,100,3.33,1,2
215522092,50,8.27,1,29
215522108,50,8.75,1,55
215522116,25,39,1,20
215522141,25,0,0,0
215522153,25,11.74,1,40
215522184,25,0,0,0
215522203,50,0.04,1,1
215522206,25,0,0,0
215522224,25,3.61,1,3
215522229,30,0,0,0
215522254,300,48.4,1,6
215522258,50,22.74,1,91
215522295,50,4,1,1
215522330,25,0,0,0
215522335,50,1.92,1,18
215522344,30,0,0,0
215522347,50,12.53,1,42
215522349,25,4.84,1,4
215522371,100,14.3,1,6
215522373,25,0,0,0
215522377,25,0,0,0
215522379,50,5.58,1,50
215522384,25,0,0,0
215522400,25,0,0,0
215522406,50,0.57,1,3
215522445,7000,26,1,2
215522451,25,4.1,1,11
215522476,100,0.5,1,3
215522513,50,6.97,1,3
215522530,25,0,0,0
215522540,25,23.21,1,16
215522543,50,7.18,1,36
215522544,50,5.86,1,6
215522547,25,7.35,1,11
215522551,50,6.54,1,44
215522566,30,0,0,0
215522576,25,0.33,1,6
215522578,25,4,1,1
215522601,30,0,0,0
215522616,25,0,0,0
215522621,50,10.68,1,71
215522624,25,0,0,0
215522631,25,3.33,1,1
215522657,50,2.01,1,11
215522660,50,20.15,1,40
215522661,25,0,0,0
215522663,50,4.64,1,20
215522665,125,25.69,1,61
215522666,50,4.89,1,55
215522692,250,25.8,1,90
215522699,30,0,0,0
215522720,50,2.15,1,4
215522726,100,52.22,1,108
215522745,25,0,0,0
215522752,50,3.69,1,9
215522757,150,29.94,1,25
215522769,100,6.14,1,13
215522769,100,29.33,1,22
215522790,29,4.42,1,3
215522792,50,7.14,1,65
215522808,100,19,1,2
215522810,100,26.13,1,7
215522811,50,0,0,0
215522824,30,0,0,0
215522825,100,35.06,1,46
215522826,100,29.96,1,6
215522827,50,4,1,1
215522836,50,16.16,1,7
215522839,25,0,0,0
215522848,50,8,1,1
215522858,50,9.5,1,2
215522873,30,0,0,0
215522874,50,4.51,1,9
215522886,100,8.77,1,10
215522893,25,0,0,0
215522893,100,2.19,1,6
215522924,25,0,0,0
215522943,50,6.46,1,9
215522944,25,0,0,0
215522960,100,11.1,1,23
215522965,25,0,0,0
215522969,50,0,0,0
215522970,50,13.5,1,4
215522991,100,1.56,1,16
215522994,25,0,0,0
215522996,50,4,1,1
215523015,50,8.14,1,14
215523057,50,5.94,1,27
215523060,25,0,0,0
215523076,50,3.81,1,27
215523095,50,0.04,1,1
215523105,25,0,0,0
215523115,25,1.18,1,15
215523123,25,0,0,0
215523125,25,4,1,1
215523144,500,354.45,1,93
215523148,25,0,0,0
215523151,100,19,1,2
215523156,50,4.9,1,26
215523213,300,34,1,3
215523231,50,0,0,0
215523249,100,4.61,1,5
215523250,50,6.84,1,38
215523254,25,0.08,1,2
215523259,25,0.65,1,4
215523264,25,26.97,1,18
215523282,50,3,1,1
215523296,50,9.81,1,54
215523296,25,0,0,0
215523301,50,27.82,1,5
215523304,50,12.86,1,24
215523313,100,5.44,1,28
215523324,25,2.84,1,23
215523327,125,46.26,1,123
215523332,25,3,1,4
215523342,25,0,0,0
215523356,25,0,0,0
215523372,25,0,0,0
215523385,25,0,0,0
215523396,100,18.07,1,115
215523397,100,10.5,1,5
215523398,130,60.61,1,29
215523402,50,9.5,1,3
215523404,100,9,1,4
215523407,150,23.46,1,7
215523411,100,20.39,1,15
215523445,100,12,1,3
215523466,40,0,0,0
215523470,100,0,0,1
215523471,50,0.16,1,4
215523483,100,20,1,4
215523486,100,29.58,1,7
215523502,60,0,0,1
215523504,100,43.13,1,88
215523518,50,3.07,1,29
215523535,200,85.5,1,20
215523547,50,6.45,1,52
215523560,30,0,0,0
215523579,30,0,0,0
215523598,25,10,1,3
215523607,500,34.79,1,31
215523609,50,8.34,1,16
215523611,30,0,0,0
215523623,30,0,0,0
215523638,50,66.67,1,43
215523645,30,0,0,0
215523647,100,270,1,5
215523667,100,0.04,1,1
215523667,50,6.53,1,49
215523681,25,0,0,0
215523684,25,0,0,0
215523686,25,0,0,0
215523690,25,0,0,0
215523693,50,4.14,1,21
215523696,25,0,0,0
215523697,60,0,0,0
215523719,100,64.19,1,59
215523755,100,7.85,1,41
215523760,100,62.67,1,10
215523766,30,0,0,0
215523781,100,39,1,4
215523798,25,0,0,0
215523811,100,16.84,1,3
215523815,50,0,0,0
215523817,25,0,0,0
215523847,25,0,0,0
215523867,25,0,0,0
215523868,30,0,0,0
215523877,50,10.57,1,6
215523905,50,9.54,1,37
215523910,25,5.36,1,5
215523918,150,47.15,1,16
215523936,100,0.69,1,6
215523943,100,17.78,1,11
215523967,25,21,1,9
215523969,50,0.27,1,1
215523977,25,0,0,0
215523995,450,75,1,1
215524013,25,0,0,0
215524013,50,22.57,1,162
215524020,25,0,0,0
215524021,500,60,1,4
215524024,30,0,0,0
215524035,100,7.97,1,28
215524051,30,0,0,0
215524052,50,9,1,6
215524055,300,67.2,1,16
215524055,200,55,1,9
215524062,50,0.67,1,5
215524069,30,0,0,0
215524070,25,1.16,1,2
215524076,25,0.45,1,3
215524082,100,3.38,1,4
215524085,25,4,1,1
215524092,50,80.4,1,20
215524101,500,1.26,1,1
215524108,50,12,1,2
215524123,50,2.27,1,22
215524131,50,11.68,1,51
215524140,25,0,0,0
215524141,25,8.7,1,9
215524155,25,0,0,0
215524182,25,0,0,0
215524236,50,3.51,1,10
215524251,75,6.75,1,5
215524280,100,458.54,1,83
215524282,50,7.08,1,17
215524335,30,0,0,0
215524350,50,23.8,1,21
215524359,100,0.33,1,2
215524384,25,0,0,0
215524412,50,4.52,1,14
215524434,25,0,0,0
215524443,25,9.19,1,18
215524453,30,0,0,0
215524463,25,7.33,1,2
215524466,30,5.07,1,6
215524478,50,1.47,1,11
215524492,50,0,0,0
215524494,25,5.25,1,4
215524494,50,11.48,1,6
215524532,50,9,1,9
215524534,100,0,0,0
215524539,25,0,0,0
215524546,100,11.51,1,18
215524548,25,0,0,0
215524549,50,1.78,1,18
215524553,50,11.5,1,6
215524555,50,3.33,1,2
215524571,100,2.61,1,22
215524585,50,16.72,1,154
215524597,50,0.11,1,1
215524605,25,0,0,0
215524609,30,0,0,0
215524623,25,0,0,0
215524633,25,0,0,0
215524636,100,47.91,1,67
215524638,50,0.75,1,1
215524639,25,0,0,0
215524641,50,1.76,1,11
215524647,25,0,0,0
215524664,100,36.5,1,58
215524675,50,6,1,4
215524678,50,6.07,1,6
215524683,30,0,0,0
215524693,25,0,0,0
215524694,50,5.56,1,41
215524706,25,2.94,1,12
215524715,1041,169,1,8
215524723,30,0,0,0
