user_identifier,total_purchase,total_rake
180385851,150,44.75
180385863,25,16.18
180385873,25,5.71
180385877,50,1.5
180385879,40,0
180385885,250,70.45
180385885,50,1.03
180385895,100,1.38
180385897,50,0.34
180385900,500,28.62
180385907,50,11.26
180385909,30,0.67
180385912,29,1.2
180385914,25,0
180385924,25,0.63
180385932,50,1.08
180385934,25,0
180385947,30,0
180385952,50,6.67
180385965,100,92.29
180385967,25,4.63
180385972,25,0
180385977,500,56.59
180385984,50,19.6
180385986,50,4.08
180385993,100,39.82
180386003,25,0
180386007,29,0.23
180386009,50,1.15
180386010,50,12.05
180386012,50,0.55
180386026,100,20.18
180386030,50,0.48
180386040,25,8.83
180386046,50,63.75
180386055,30,0.76
180386088,50,5.5
180386094,25,0
180386099,50,19.25
180386101,100,9.54
180386127,25,1.56
180386130,100,67.63
180386153,50,4.65
180386157,25,0.12
180386175,25,0.43
180386210,130,8.9
180386211,79,69.5
180386213,25,0.82
180386219,25,0
180386233,30,0
180386236,200,33.41
180386236,200,0.77
180386241,50,3.84
180386245,50,4.27
180386252,50,18.79
180386280,30,33
180386282,100,19.6
180386318,50,0.12
180386339,50,5.19
180386351,50,7.37
180386354,25,0.15
180386376,50,0.76
180386383,50,20.62
180386396,50,11.61
180386396,25,5.79
180386409,30,0
180386423,100,1.46
180386427,500,0.5
180386432,150,0
180386436,50,3.71
180386437,25,1.35
180386438,50,2.48
180386443,25,14.86
180386449,25,0.16
180386467,200,45.86
180386481,25,4.16
180386533,50,8.25
180386542,50,8
180386545,100,6.47
180386565,50,4.83
180386566,25,0.12
180386571,50,1.46
180386573,50,10.56
180386583,100,0.9
180386592,50,24.53
180386601,50,5.45
180386619,100,11.48
180386626,25,0
180386643,25,0.29
180386664,50,3.33
180386672,1750,807.11
180386689,50,1.16
180386699,25,0
180386705,100,0.75
180386716,100,0
180386731,100,240.58
180386740,50,5.64
180386758,9000,1068.85
180386768,100,0.08
180386784,50,6.33
180386789,100,0.14
180386790,50,1.11
180386796,100,0
180386802,50,1.23
180386807,50,17.06
180386814,100,32.47
180386831,100,34.33
180386840,50,2.22
180386848,25,16.67
180386850,50,12.27
180386881,50,5.09
180386897,25,0
180386905,25,17.78
180386907,100,17.68
180386940,800,145.32
180386941,150,137.48
180386959,30,0
180386967,50,8.27
180386985,25,3.33
180387000,161,0
180387002,50,54
180387017,50,0.92
180387024,50,3.94
180387028,50,1
180387034,100,8.89
180387038,100,45
180387054,95,9.71
180387063,1500,249.5
180387068,25,0
180387074,50,0.28
180387118,100,254
180387119,100,2.07
180387123,100,28
180387127,100,10
180387129,25,4.45
180387168,25,0
180387172,100,0.87
180387173,50,11.07
180387201,100,33.33
180387217,100,29.29
180387227,25,3.41
180387227,25,5.76
180387238,150,29.02
180387241,100,3.33
180387243,50,18
180387249,50,7.33
180387261,30,0
180387274,50,6.67
180387283,50,3.78
180387328,50,0.34
180387365,100,16
180387392,100,22.84
180387430,50,9.12
180387434,50,8.74
180387448,86,17.29
180387449,50,17.41
180387460,50,15.49
180387465,25,6.67
180387470,200,65.18
180387471,30,0
180387473,50,12.17
180387474,50,3.84
180387489,50,1.31
180387490,50,5.89
180387491,50,3.16
180387508,100,13.84
180387514,200,282.94
180387545,50,0.67
180387549,25,1.68
180387558,100,2.86
180387599,150,14.33
180387607,50,3.42
180387610,100,54.14
180387614,50,0.96
180387635,25,0
180387646,100,0
180387651,201,0
180387662,100,10.1
180387663,50,10.79
180387671,25,0
180387685,50,8
180387695,50,1.21
180387697,100,42
180387705,25,3.46
180387741,50,6.29
180387756,25,1.17
180387762,50,7.14
180387768,50,4.17
180387769,50,1.79
180387777,100,5.1
180387792,25,0
180387794,200,36.27
180387809,50,29.58
180387816,25,5.5
180387829,50,10.07
180387846,50,12
180387883,50,0.34
180387888,50,10.54
180387905,25,6.61
180387919,30,0
180387923,50,7.36
180387942,100,1.4
180387948,50,233.25
180387950,25,18.39
180387952,25,5.78
180387954,500,60.68
180387965,50,1.5
180387966,100,16.7
180387976,50,15
180388002,100,3
180388025,100,0.4
180388028,25,0.66
180388032,100,18.64
180388039,30,0
180388045,100,26.17
180388055,50,4.08
180388063,25,0
180388075,25,0.2
180388081,50,1.1
180388097,50,3
180388113,50,3.33
180388114,225,189
180388117,50,21.88
180388131,25,4.1
180388144,50,14.56
180388154,50,2.41
180388163,50,14.35
180388188,85,5.27
180388191,50,11.41
180388210,30,0
180388219,50,7.61
180388226,75,3.97
180388227,50,0.98
180388244,25,0
180388248,50,5.61
180388252,100,20
180388260,100,7.03
180388270,25,0
180388279,200,63.52
180388286,25,1.74
180388316,50,1.96
180388317,50,1.1
180388322,50,11.43
180388328,100,16.1
180388334,50,7.12
180388346,100,7
180388358,100,17.5
180388363,30,1.62
180388370,100,16
180388374,1750,289.22
180388378,100,4
180388380,50,0
180388390,100,19.95
180388399,100,11.32
180388400,50,9.44
180388413,50,1.31
180388421,4000,3442.2
180388429,50,1.6
180388441,50,2.56
180388445,100,23.33
180388451,100,5.21
180388460,201,0
180388477,50,166
180388485,125,46.72
180388486,25,10.3
180388492,50,59.28
180388495,200,0
180388498,100,12.03
180388502,25,3.17
180388507,200,11.6
180388532,50,11.57
180388534,30,0
180388536,50,16.46
180388552,40,0
180388566,50,1.7
180388568,61,0
180388579,28,1.86
180388614,25,4
180388618,50,0
180388621,100,5.15
180388632,50,0.14
180388643,200,29.03
180388650,35,32.5
180388656,175,221.22
180388661,50,4.12
180388663,100,4.21
180388668,100,18
180388699,3190,944.63
180388713,25,4.5
180388737,25,0
180388760,100,40
180388767,50,9.91
180388768,50,16.12
180388799,50,0.2
180388838,120,0.08
180388840,50,25.33
180388849,25,5.5
180388853,50,3.49
180388854,25,2.59
180388876,50,10
180388878,30,0
180388884,250,12.71
180388891,40,0
180388910,100,0.95
180388918,100,22.88
180388940,50,5.45
180388964,50,10.62
180388967,500,53.67
180388980,100,7.73
180388991,50,2.18
180388998,30,3.61
180389004,500,65
180389021,100,8
180389022,50,28.6
180389038,25,0
180389068,25,1.99
180389070,25,10.11
180389078,50,20
180389079,30,0
180389094,25,0.84
180389100,50,0
180389102,50,13.4
180389104,50,1.49
180389114,50,5.57
180389116,80,21.37
180389118,25,0
180389121,800,192.9
180389131,50,20.4
180389164,100,1.09
180389184,100,7.5
180389188,25,4
180389193,25,4
180389194,50,1.88
180389198,25,8.31
180389202,50,6.44
180389209,50,2.27
180389221,100,2.16
180389248,500,3.91
180389260,50,20
180389262,25,93.3
180389267,25,0
180389282,500,90
180389293,25,0
180389295,50,1.44
180389298,30,0
180389301,85,23.27
180389311,25,0
180389321,50,0.61
180389333,50,0.24
180389347,50,18.6
180389381,50,0.34
180389393,530,226
180389399,100,24.38
180389406,1000,319.6
180389416,100,58
180389427,25,3.55
180389431,50,10
180389433,50,57.61
180389458,25,6.8
180389478,25,8
180389481,100,32.67
180389481,50,2.25
180389486,25,1.18
180389502,50,6.51
180389541,25,5.5
180389547,210,60
180389557,500,253.5
180389574,50,1.5
180389602,50,1.5
180389615,50,7.54
180389629,50,2.23
180389645,50,5.9
180389659,100,4.5
180389668,100,0
180389670,30,8.25
180389678,25,0
180389679,100,8
180389689,25,0
180389689,100,27
180389690,50,0.32
180389711,50,30.15
180389732,25,0
180389747,50,0.38
180389762,25,10.04
180389763,100,8.42
180389780,50,10.61
180389804,100,21.15
180389806,110,20.69
180389807,221,15
180389809,50,1.5
180389811,25,1.32
180389819,100,0
180389833,500,98.1
180389844,131,0
180389871,50,0.52
180389887,25,0
180389894,50,0.12
180389903,100,4.67
180389913,25,2.92
180389918,30,0
180389935,50,0.47
180389947,50,15.4
180389949,25,2.64
180389965,50,4
180389975,25,0
180389980,25,0
180389982,50,0
180389983,25,0.24
180389987,50,5.4
180389997,500,30
180390000,30,0
180390007,50,9
180390009,100,9.27
180390014,25,0
180390017,25,0
180390018,25,5.02
180390023,25,3.21
180390025,25,7.18
180390027,100,1.44
180390031,100,29.47
180390033,25,7.68
180390036,50,4.58
180390052,50,3.57
180390056,100,14.53
180390057,100,0.46
180390069,25,0
180390073,25,0
180390074,30,0
180390096,50,20.47
180390104,50,13.36
180390113,25,0
180390115,30,6.67
180390127,25,2.01
180390145,25,1.5
180390147,100,1.88
180390177,25,0
180390183,25,4
180390189,25,10.06
180390193,50,0.2
180390202,100,16
180390203,25,0
180390210,25,0
180390217,30,5.5
180390225,25,1.5
180390243,25,0
180390244,40,9.78
180390247,50,9.5
180390274,50,11.22
180390274,100,1.94
180390294,200,151
180390295,25,4.56
180390303,100,1.65
180390308,25,0
180390331,25,0
180390335,100,12.06
180390336,27,1.03
180390347,25,0.98
180390360,50,8
180390363,50,2.36
180390381,100,15.95
180390389,25,0
180390405,100,0.72
180390410,50,0
180390429,50,8.83
180390429,100,1.65
180390443,50,8
180390473,100,13.58
180390477,25,0
180390502,25,14.22
180390506,25,4.46
180390513,350,167
180390516,100,15
180390519,100,0
180390557,50,16.57
180390561,100,0.48
180390562,50,0.22
180390571,50,5.3
180390579,50,5.89
180390587,250,16.92
180390592,50,2.59
180390594,600,18.28
180390599,25,0.39
180390604,25,8
180390626,100,0
180390628,100,23.92
180390665,50,0
180390670,50,6.33
180390677,25,0
180390683,100,17.43
180390688,25,10.27
180390689,30,0
180390695,100,10.16
180390697,50,7.8
180390698,50,0.95
180390720,25,0
180390749,25,0
180390765,25,0.95
180390766,100,0.26
180390771,50,2.56
180390780,50,12.65
180390796,100,23.81
180390801,50,21.42
180390803,50,8.92
180390808,50,3.37
180390811,7500,969.11
180390818,100,0.49
180390820,25,0
180390830,40,0
180390832,25,2.31
180390857,26,0.89
180390861,30,0
180390882,100,23.33
180390885,100,19.83
180390886,300,151.89
180390889,30,0
180390904,50,13.33
180390908,100,16.85
180390909,30,0
180390930,50,18.13
180390935,25,0
180390945,100,70.65
180390971,25,4.9
180390977,50,13.66
180390978,50,43.33
180390982,25,0
180391008,50,16.97
180391008,400,84.5
180391014,25,8
180391026,50,9.54
180391039,25,0
180391040,100,960.89
180391051,50,1.09
180391057,25,5.5
180391059,50,3
180391063,25,19.17
180391064,100,5.45
180391064,25,0
180391080,100,0.28
180391099,100,31.82
180391103,50,8
180391107,100,0
180391108,25,22.31
180391109,300,21.35
180391114,50,23.33
180391120,40,0.16
180391121,25,0
180391141,50,20.91
180391150,30,0
180391166,30,1.13
180391168,50,5.28
180391176,100,0.75
180391177,25,3.7
180391178,50,11.32
180391199,50,0.04
180391202,100,17.72
180391219,25,0
180391227,100,24
180391231,25,5.5
180391243,50,10
180391245,100,0.53
180391269,100,7.77
180391277,30,0
180391280,25,5.25
180391309,100,3
180391317,25,5.25
180391320,35,6.9
180391333,50,5.66
180391353,100,0.15
180391357,50,20.81
180391367,100,15
180391374,27,0.57
180391376,100,7.8
180391452,4000,1425
180391454,50,1.72
180391462,25,0
180391466,30,0
180391467,50,5.35
180391469,100,6.8
180391480,25,4.5
180391484,100,4.2
180391495,30,0.76
180391499,500,69.83
180391512,100,7.33
180391528,30,0
180391532,25,0.23
180391547,100,13.79
180391558,100,27.71
180391560,100,17.76
180391564,50,1.45
180391571,150,12.2
180391574,50,6.86
180391575,50,0.9
180391578,30,0
180391587,30,0
180391591,25,23.98
180391601,30,0
180391633,25,0.88
180391653,95,86.36
180391662,25,2.33
180391670,100,30.75
180391681,100,97
180391692,25,0
180391695,50,5.79
180391710,25,0
180391728,25,4.17
180391774,50,3.62
180391778,30,0
180391782,100,46.25
180391792,50,7.61
180391798,100,0
180391818,50,9.5
180391827,100,18.37
180391839,50,6.67
180391848,50,0.89
180391853,25,0
180391856,2210,475
180391874,25,4
180391885,100,18.5
180391895,50,3.01
180391897,100,18.29
180391926,50,1.07
180391932,300,45
180391934,50,8.25
180391936,60,0.6
180391939,77,73.67
180391952,25,0
180391958,100,33.33
180391964,100,42.83
180391971,50,5.91
180392004,25,0
180392008,50,8.7
180392016,30,0
180392018,100,45.28
180392019,100,0.16
180392023,100,2.27
180392025,100,7.45
180392028,100,7.58
180392034,100,2.73
180392034,25,4
180392053,50,6.61
180392057,100,18.26
180392063,25,0
180392064,50,7.39
180392105,500,0.19
180392118,50,0.34
180392120,700,202.78
180392132,30,8
180392133,50,40.82
180392137,100,14.65
180392156,30,0
180392184,50,0.24
180392195,100,8.58
180392206,50,4.02
180392211,100,5.07
180392224,50,1.25
180392229,50,10
180392231,100,0.2
180392232,50,5.76
180392236,50,1.94
180392242,25,3.2
180392245,200,30
180392253,50,8.83
180392258,100,54
180392284,40,0
180392290,500,221.78
180392298,100,28
180392302,200,79.75
180392308,55,24.7
180392309,25,2.43
180392326,100,0.43
180392356,30,6.15
180392363,100,4.12
180392370,500,139
180392391,100,6.65
180392397,100,15
180392404,30,0
180392417,500,194.67
180392422,25,3.15
180392423,100,0
180392424,25,0
180392427,50,11.33
180392430,100,16.87
180392433,50,4
180392437,50,10.08
180392446,25,3.87
180392460,100,0.27
180392466,100,8.28
180392474,50,3.65
180392486,25,0
180392507,50,12
180392514,50,16.5
180392516,50,0
180392531,50,7.1
180392546,100,2.46
180392552,50,2.85
180392555,100,17.5
180392567,40,12.14
180392577,50,12.79
180392595,25,5.68
180392600,500,47.24
180392620,25,0
180392626,150,31.69
180392644,500,361.5
180392689,100,17.2
180392690,200,45
180392696,25,4.2
180392719,50,0.67
180392726,50,16
180392730,50,1
180392732,100,38.33
180392765,150,80.67
180392768,50,0
180392788,50,3.56
180392794,200,21
180392794,28,10.09
180392795,100,14.15
180392796,25,9.75
180392799,50,8
180392821,30,0
180392822,25,0
180392830,50,4.61
180392844,50,11.45
180392847,100,7.47
180392865,50,9
180392877,50,0
180392883,100,15.16
180392911,50,1.17
180392913,100,1.33
180392916,100,30
180392921,100,0.56
180392929,1000,260
180392938,100,7
180392943,25,0
180392956,50,2.01
180392958,25,0
180392962,100,18
180392963,50,8
180392982,100,7.33
180392984,25,0
180392989,25,4
180393004,50,9.67
180393007,25,0
180393010,25,3.87
180393031,50,0.08
180393037,100,22.14
180393043,50,63.92
180393054,1000,120.58
180393073,100,34.82
180393078,100,10.96
180393083,50,31.06
180393103,50,3.76
180393111,100,10.61
180393112,100,28.97
180393120,30,0
180393131,100,11.89
180393132,40,7.82
180393151,100,18
180393160,25,1.88
180393161,50,4.68
180393171,50,0
180393176,30,0
180393194,25,0
180393197,80,14.71
180393228,200,60.81
180393233,100,5.28
180393247,300,30
180393249,50,5.85
180393254,500,90
180393260,100,0
180393278,100,6.67
180393287,50,0.04
180393290,50,12.9
180393292,50,8
180393307,150,26.27
180393311,100,7.8
180393347,25,0
180393362,50,8.77
180393379,25,6.88
180393383,25,1.54
180393385,30,0
180393390,25,0
180393401,25,9.33
180393410,50,0
180393413,50,16.49
180393419,100,16.31
180393424,50,4.3
180393427,40,0
180393429,50,1.06
180393434,50,15
180393461,30,0.95
180393466,25,0
180393474,25,10
180393476,25,4.28
180393483,100,6.07
180393484,270,97.6
180393487,50,0.74
180393497,50,31.5
180393507,30,0
180393521,30,0
180393522,25,4
180393527,50,0
180393535,25,1.18
180393539,50,6.92
180393548,50,8
180393552,50,10.19
180393571,50,1.98
180393583,50,3
180393593,30,0
180393595,25,0
180393600,100,20.02
180393602,30,0
180393603,25,0
180393606,50,25.5
180393610,50,10.75
180393612,100,15
180393668,100,0.18
180393669,25,3.12
180393671,40,0
180393675,30,3.75
180393682,50,43.5
180393687,100,0
180393688,100,20.5
180393696,30,0
180393697,100,4
180393702,100,30.07
180393703,50,5.2
180393721,25,0.75
180393734,50,23.67
180393737,50,26.25
180393739,61,0
180393744,25,0
180393751,100,25.58
180393769,100,19
180393784,30,0
180393786,50,2.45
180393790,1000,120
180393806,166,0
180393815,50,3.69
180393823,25,0
180393824,50,18
180393829,25,1.89
180393837,100,4.28
180393853,50,10.99
180393863,50,3.65
180393866,100,27
180393867,25,0.49
180393870,25,0
180393881,100,19
180393884,100,4.78
180393892,25,0
180393893,25,5.77
180393906,150,37.58
180393915,100,60
180393920,100,15
180393925,50,7.84
180393938,100,12.63
180393939,25,0
180393940,25,3.75
180393949,50,14.83
180393951,500,90
180393962,100,5.86
180393972,25,5.2
180393989,100,80.76
180393997,50,17.5
180394001,100,9.51
180394019,50,7.26
180394023,250,0.4
180394029,500,2.34
180394049,155,682.67
180394059,30,0
180394060,100,1.54
180394067,50,4
180394088,50,5.14
180394090,50,0.34
180394092,100,52.73
180394096,25,0
180394102,50,3
180394106,50,71.49
180394118,50,6.67
180394119,25,4.95
180394122,50,11.92
180394128,200,118.12
180394129,100,3.69
180394146,25,0
180394154,100,0.66
180394171,30,0
180394178,25,6.67
180394181,50,49.05
180394188,25,7.14
180394193,50,6.67
180394196,30,0
180394199,25,2.29
180394203,100,0
180394207,50,0.52
180394214,50,13.96
180394244,50,27.84
180394251,50,8.5
180394254,100,3
180394258,25,0
180394265,100,4
180394266,25,0
180394272,100,13.67
180394287,200,57.53
180394294,25,0
180394296,100,10.81
180394300,100,5.92
180394301,50,13.5
180394303,50,1.15
180394307,100,23.46
180394327,26,1.1
180394333,25,0.36
180394338,50,4
180394344,50,45.9
180394354,50,8.2
180394369,50,20.25
180394381,27,15.15
180394383,30,0
180394398,100,15.86
180394400,50,4
180394424,200,52.74
180394431,40,0
180394434,100,2.66
180394450,50,2.08
180394453,50,0.3
180394457,2000,321.51
180394469,50,4
180394498,50,5.5
180394513,100,20
180394516,50,8.59
180394524,50,9.5
180394525,150,269.86
180394535,100,11.52
180394553,50,8
180394555,25,1.82
180394566,25,1.54
180394572,100,20
180394573,50,8.63
180394575,100,9.66
180394578,100,3.47
180394599,25,0
180394617,50,7.1
180394620,100,17.09
180394631,50,0.16
180394633,50,1.06
180394643,50,8
180394646,200,0.82
180394648,2000,276.5
180394667,25,0
180394668,500,66.91
180394674,30,0
180394678,25,11.41
180394679,50,9.7
180394685,50,4.49
180394690,50,12.78
180394726,166,0
180394728,50,26.67
180394729,50,27.74
180394737,100,3
180394748,50,7.14
180394772,25,4
180394781,50,0.29
180394782,200,67.53
180394803,50,4.82
180394815,40,0
180394821,30,0
180394834,50,1.81
180394863,50,0
180394865,25,0
180394874,25,0
180394875,150,26.93
180394891,100,6.53
180394893,200,20.62
180394900,25,4
180394915,50,8
180394917,100,7.69
180394928,199,44.21
180394939,25,4.27
180394954,50,86.41
180394958,110,4.57
180394968,100,8.17
180394982,50,4
180394984,50,6.14
180394984,25,0
180394988,25,8.5
180395001,100,243.37
180395025,50,3.2
180395030,25,0
180395068,100,9.19
180395085,25,0
180395092,100,1.79
180395103,50,10.67
180395105,100,21.11
180395115,50,0.57
180395130,50,2.02
180395161,50,29.59
180395166,50,2
180395201,25,2.31
180395202,25,0.56
180395227,100,4.17
180395241,30,5.5
180395259,50,76.41
180395261,25,4
180395266,25,3
180395271,50,113.61
180395274,100,68.18
180395278,100,0.73
180395285,100,2.05
180395286,25,0.65
180395287,50,11.4
180395304,100,26.83
180395309,30,0
180395310,100,16.5
180395322,1000,43.22
180395334,100,15
180395335,50,0
180395338,50,4.9
180395356,50,0.3
180395359,100,4
180395361,50,1.97
180395383,25,4.83
180395391,100,18.08
180395420,500,1042.12
180395421,25,0
180395426,50,6.75
180395448,30,3.33
180395462,100,16
180395468,50,2.33
180395475,30,0
180395478,50,1.5
180395480,200,13.92
180395500,400,39.36
180395501,50,11.32
180395507,25,0.79
180395510,25,0.44
180395515,25,4.71
180395518,50,20.25
180395525,500,15
180395542,50,0.33
180395553,30,4.5
180395562,100,14.98
180395565,50,17.77
180395567,50,7.09
180395568,100,12.85
180395576,50,0
180395589,25,4
180395600,50,6.11
180395608,100,16
180395609,50,7.8
180395625,25,0
180395633,150,24.59
180395638,50,0.71
180395642,140,10.01
180395654,50,30.97
180395664,50,7.06
180395672,50,13.09
180395676,50,2.48
180395680,25,0.64
180395692,275,58.5
180395694,50,1.5
180395702,50,4.5
180395707,25,7.33
180395712,50,8
180395724,50,37.15
180395731,50,0.43
180395732,75,21.1
180395735,100,74.89
180395751,100,0.7
180395774,80,43.06
180395792,50,3.33
180395795,25,0
180395807,25,0
180395820,100,1.69
180395828,50,26.43
180395846,150,7.01
180395857,50,0
180395859,25,4.28
180395866,500,20.04
180395881,100,14.69
180395882,50,0.99
180395889,50,37.35
180395890,61,0
180395891,100,19
180395911,50,5.5
180395923,55,12.75
180395939,500,78
180395941,25,0
180395950,100,1.21
180395954,50,0.23
180395960,100,11.78
180395975,25,0
180395984,50,9.58
180395988,100,5.85
180395990,50,7.33
180395996,25,0
180395999,200,65.13
180396001,100,30
180396043,25,0
180396068,25,3.85
180396074,4500,604
180396076,191,0
180396081,100,60
180396100,50,13.33
180396114,100,5.02
180396115,100,2.21
180396125,50,0.16
180396130,50,2.94
180396140,50,8.63
180396149,500,180
180396152,400,171.5
180396157,50,6.67
180396159,100,0.06
180396161,50,9.65
180396162,100,9.28
180396169,25,0
180396176,40,0
180396177,50,2.3
180396235,100,20.12
180396240,50,8.06
180396248,50,0.42
180396265,25,47.12
180396282,1015,120
180396285,100,30
180396296,30,0
180396300,25,10.57
180396311,25,0
180396323,50,4.53
180396362,50,32.25
180396372,100,14.04
180396394,25,44.01
180396413,50,12
180396428,50,6.12
180396435,300,102.9
180396445,50,13.33
180396448,50,1.2
