user_identifier,total_purchase,total_rake
180030298,85,40
180030339,200,36.5
180030375,30,0
180030392,25,5.5
180030452,25,15.32
180030479,100,0.62
180030534,50,4.71
180030573,50,10.12
180030583,100,0.43
180030628,25,0
180030690,25,5.5
180030697,30,0
180030703,25,0
180030745,50,0.46
180030813,100,53.18
180030816,200,90.48
180030903,30,5.43
180030956,30,0
180030988,300,45
180031023,50,13.5
180031134,100,3.32
180031234,25,0
180031318,25,8.3
180031331,300,192.63
180031339,50,8.33
180031376,100,16.24
180031425,100,3.71
180031444,25,0
180031480,30,0
180031481,25,3.58
180031486,25,0
180031534,75,114
180031539,100,32
180031552,75,26.96
180031604,100,43.17
180031639,100,20
180031640,25,0
180031729,25,0
180031793,25,0
180031804,100,4
180031831,50,4.5
180031857,25,11.23
180031906,100,27
180031918,50,8
180032066,50,8
180032092,250,28
180032141,25,5.58
180032147,25,7.77
180032149,50,4.34
180032188,50,57.75
180032199,25,1.67
180032202,100,21.99
180032448,25,0
180032522,25,0
180032537,25,0
180032551,30,0
180032554,25,0
180032564,50,1.83
180032704,1000,15.27
180032714,100,60
180032745,100,126.69
180032761,30,0
180032861,200,72.14
180032891,30,0
180032897,300,100.27
180032908,30,62.57
180032911,100,23.61
180032936,25,0
180032944,50,13.5
180032953,25,0
180033001,200,57.4
180033012,25,5
180033064,25,0
180033100,30,0
180033111,25,5.13
180033113,100,13.61
180033286,25,3.36
180033323,50,18.97
180033338,25,0
180033394,500,74.43
180033402,25,0
180033455,790,155.21
180033469,30,0
180033473,100,1.67
180033510,190,20.07
180033524,100,0.54
180033597,50,6.87
180033637,25,4.5
180033680,30,0
180033736,25,0
180033809,50,1.52
180033853,26,0.08
180033880,100,0.12
180033902,25,0
180033923,50,15.1
180034041,30,0
180034084,25,0
180034093,50,4.98
180034095,25,0
180034149,25,0
180034201,100,17.55
180034306,25,20.38
180034320,500,135.67
180034444,25,9.25
180034450,200,21.7
180034510,50,36.64
180034555,30,0
180034665,25,0
180034695,200,75.24
180034702,25,0
180034705,500,50.05
180034726,25,0
180034753,25,0
180034874,25,0
180034894,132,42.61
180035030,100,3.97
180035058,250,125.58
180035066,25,0
180035129,25,0
180035139,25,0
180035142,25,0
180035232,50,1.95
180035246,25,0
180035259,25,0
180035275,200,29.05
180035293,25,0
180035341,100,0.47
180035377,100,64
180035406,50,0
180035407,25,0
180035419,1000,348.88
180035517,100,51.07
180035591,100,0
180035649,50,7.33
180035669,25,0
180035724,30,0
180035740,25,5.62
180035761,25,3.33
180035834,25,0
180035880,50,21.53
180035892,50,8
180035928,30,0
180035973,100,6.17
180036066,290,276.56
180036080,25,4.65
180036112,25,7.51
180036124,25,0
180036128,50,6.24
180036164,25,0
180036193,50,7.73
180036194,25,5.82
180036216,550,142.05
180036235,50,17.18
180036331,100,68.25
180036355,50,7.49
180036401,50,8.8
180036453,25,0
180036572,25,0
180036585,30,0
180036589,30,0
180036607,125,132.46
180036637,50,7.43
180036639,25,0
180036684,100,30.1
180036696,100,28.5
180036705,50,3.45
180036712,50,0
180036730,25,2.62
180036801,100,15.33
180036806,50,8.91
180036825,50,3.09
180036838,50,16.35
180036851,1500,843.52
180036861,25,3.59
180036913,50,13.33
180036920,50,12.65
180036922,25,0
180036959,100,0.19
180036972,30,0
180036998,25,0
180037002,10000,1103.4
180037079,25,0
180037109,30,0
180037115,975,360
180037120,140,25.38
180037131,100,0.64
180037145,25,0.34
180037187,25,0
180037196,25,0
180037212,50,11.5
180037218,100,3.67
180037262,800,837.35
180037269,50,2.29
180037281,25,0
180037303,100,11.32
180037314,25,0.12
180037357,50,26.79
180037415,25,4
180037527,50,8
180037542,30,0
180037543,100,51.3
180037590,100,0.62
180037618,25,0
180037643,25,0
180037715,50,24.31
180037729,30,0
180037738,30,0
180037747,50,8.99
180037753,25,0
180037772,100,25.43
180037840,30,0
180037882,50,10.16
180037926,500,323.82
180038010,50,12.17
180038051,50,26
180038054,25,0
180038071,25,0
180038211,50,17
180038279,50,15.17
180038320,25,24.88
180038386,50,6
180038447,30,0
180038514,30,0
180038519,100,9.69
180038530,300,116.6
180038572,100,12.7
180038591,50,16.67
180038606,100,21.76
180038608,25,0
180038613,50,28.12
180038720,50,29.4
180038727,50,1.35
180038752,25,4
180038798,50,1.81
180038812,25,3.75
180038834,25,2.2
180038979,25,0
180038985,25,0
180039016,100,43.29
180039066,25,0
180039082,2400,770
180039092,76,0.53
180039103,50,1.26
180039106,25,0
180039138,150,124.11
180039170,50,6.49
180039300,25,12.22
180039345,25,0
180039378,30,0
180039390,50,55.5
180039512,25,6.67
180039538,50,3.33
180039552,25,0
180039591,25,0.12
180039746,25,0
180039815,50,18
180039935,100,18
180039953,5520,3385.75
180039966,25,0
180039980,30,0
180040016,50,7.54
180040029,100,24
180040030,25,0
180040048,100,0.2
180040090,50,19.58
180040135,200,66.86
180040172,25,1.85
180040236,25,0
180040312,50,54.73
180040374,25,0
180040400,50,18.5
180040402,25,0
180040420,50,4.5
180040456,500,282.15
180040524,80,15.31
180040564,25,0.75
180040572,50,8.93
180040594,300,43.79
180040599,50,9
180040605,25,0
180040662,30,0
180040680,25,6.67
180040709,25,4.8
180040742,100,7
180040750,50,0
180040885,25,0
180040929,25,20
180040940,25,8.92
180040966,50,19.19
180040974,25,0
180040996,25,0
180041044,50,12.14
180041048,25,1.5
180041049,50,18.3
180041072,500,125.14
180041086,25,0
180041091,50,1.06
180041101,1865,300
180041118,30,0
180041122,25,0
180041157,25,0
180041304,50,14
180041325,100,17.52
180041343,50,10.82
180041411,100,69
180041416,100,4
180041468,100,6.73
180041509,83,4.14
180041540,25,0
180041561,25,0
180041592,50,11.8
180041700,50,5.4
180041705,30,0
180041721,100,27.42
180041722,50,27.81
180041818,30,0
180041827,100,12
180041875,50,0.15
180041917,75,9.99
180041929,30,0
180041943,100,13.69
180041966,25,0
180041988,300,0
180042021,40,140
180042039,25,0
180042080,1000,204.42
180042082,50,4.3
180042165,25,5.11
180042255,25,0
180042273,50,14.66
180042274,50,6.24
180042277,50,10
180042311,25,0
180042322,100,189.66
180042396,25,0
180042423,200,37.75
180042471,30,0
180042485,30,0
180042516,50,9.39
180042610,50,0.08
180042625,25,0
180042641,25,0
180042723,30,0
180042733,30,0
180042753,100,7.82
180042753,50,1.76
180042758,50,22.5
180042835,50,25.62
180042862,25,5.13
180042914,100,15
180042917,50,12.5
180042929,25,0
180042979,50,0.45
180043009,25,0
180043038,50,0.5
180043043,75,17.94
180043056,100,35.73
180043079,25,0
180043123,25,0
180043133,30,0
180043140,25,0
180043146,25,0
180043258,25,0
180043260,30,0
180043289,100,64
180043343,50,43.89
180043374,50,9.33
180043492,30,0
180043536,650,136.67
180043559,25,0
180043601,25,0
180043623,50,11.32
180043632,100,78.03
180043712,50,0.04
180043730,50,10.35
180043765,50,20.16
180043850,50,28.97
180043912,30,0
180043918,25,0
180043969,50,1.42
180044036,25,0
180044054,30,0
180044062,30,0
180044069,30,0
180044088,50,11.35
180044102,25,0
180044147,100,119.5
180044225,25,0
180044228,25,0
180044239,25,0
180044257,50,12.93
180044281,25,0
180044288,25,0
180044288,100,52.5
180044289,25,0
180044370,100,3.38
180044407,50,0
180044418,500,378.88
180044470,100,24.11
180044522,25,6.65
180044583,50,9.5
180044588,25,14.03
180044596,25,1.18
180044665,50,4.11
180044670,25,0
180044712,50,8
180044778,25,1.38
180044793,25,3.67
180044839,50,13.17
180044923,50,35.08
180044993,30,0
180045009,25,7.39
180045065,30,0
180045070,100,1.04
180045132,100,36.7
180045141,50,0.8
180045146,50,19.4
180045162,50,4.96
180045165,50,7.48
180045171,30,0
180045181,25,7.12
180045202,50,5.92
180045205,100,50.57
180045284,30,0
180045287,50,9.31
180205288,150,13.44
180205291,100,50.6
180205296,100,8.55
180205302,30,0
180205311,25,27.41
180205312,50,7.53
180205316,100,0.4
180205316,50,20.5
180205319,100,60.54
180205328,50,9.27
180205328,50,7.33
180205330,30,0
180205334,50,5.7
180205337,50,32.31
180205348,50,4.8
180205350,100,9.48
180205352,50,8.93
180205363,50,6.4
180205367,25,0
180205369,25,0
180205380,50,0.89
180205396,30,0
180205400,30,0
180205426,25,0
180205428,300,511
180205449,25,4
180205467,100,49.5
180205470,50,1.05
180205482,25,0.72
180205491,25,0.28
180205510,25,0
180205531,25,6.45
180205533,50,33.73
180205535,100,25.24
180205537,100,4
180205552,25,0
180205554,30,27.39
180205565,50,2.8
180205566,50,0
180205575,25,3.5
180205579,30,0
180205596,100,4.47
180205626,50,3.07
180205630,30,0
180205633,100,14.59
180205634,25,0
180205636,30,0
180205640,50,0.62
180205642,25,0
180205643,50,28.69
180205656,50,9.23
180205662,200,68.08
180205668,50,12.75
180205669,100,43.57
180205676,25,0
180205677,200,32.77
180205679,50,11.17
180205684,25,0
180205688,50,8.5
180205696,25,6.67
180205699,100,67.5
180205703,50,7.13
180205705,30,0
180205722,50,13.18
180205723,25,0
180205731,25,0
180205736,50,1
180205748,50,6.67
180205751,25,0.45
180205753,30,0
180205760,25,0
180205765,25,0
180205774,40,29.03
180205787,25,3
180205791,25,0
180205793,100,7.69
180205794,25,0
180205819,30,0
180205823,50,12
180205831,300,38.28
180205833,100,5.23
180205835,30,0
180205844,100,8.17
180205850,25,0
180205858,50,0
180205863,25,6.87
180205870,200,244.69
180205878,25,0
180205891,650,256.32
180205898,100,0.61
180205902,50,0
180205904,100,18.5
180205911,5,0
180205916,25,0
180205919,50,1.09
180205927,100,11.02
180205943,300,0
180205952,25,1.5
180205956,50,13.37
180205956,100,1.5
180205968,50,1.11
180205988,200,39.5
180206003,30,0
180206004,25,10
180206006,25,2.38
180206027,500,114.44
180206028,30,7.37
180206031,100,23.93
180206035,25,0
180206038,294,47.3
180206051,50,5.5
180206056,25,0
180206061,50,4.58
180206068,30,10.5
180206076,300,105.95
180206077,100,42.53
180206080,200,120.5
180206085,30,6.33
180206095,25,0
180206108,150,37.5
180206110,200,235.38
180206118,30,2.53
180206134,25,3.33
180206135,50,0
180206139,30,0
180206140,50,0.63
180206156,25,0
180206171,100,31.38
180206185,25,2.92
180206191,50,11.89
180206200,25,2.75
180206219,50,8.5
180206235,100,8.67
180206243,25,0
180206254,30,0
180206258,30,0
180206258,260,70.26
180206263,100,26.5
180206271,50,5.74
180206274,100,8.87
180206297,30,0
180206301,100,20
180206317,25,0
180206318,30,0
180206340,50,3.32
180206345,150,0.54
180206346,50,9.5
180206350,50,0
180206351,50,9.96
180206354,50,19.6
180206355,25,6.67
180206362,25,0
180206367,25,0.95
180206373,25,0
180206374,500,153.33
180206389,25,3.49
180206390,25,39.59
180206402,25,0
180206412,50,4.22
180206418,100,5.5
180206422,30,0
180206426,25,0.83
180206430,100,55.5
180206456,30,7
180206480,100,3.96
180206485,100,40.19
180206489,30,0
180206491,30,0
180206499,30,0
180206526,1600,548.2
180206531,50,2.95
180206531,25,0
180206543,25,0
180206552,30,0
180206557,49,14.5
180206563,100,23.38
180206566,30,0
180206569,50,5.44
180206571,30,0
180206578,100,38.02
180206580,50,0.12
180206581,30,0
180206589,602,146.56
180206594,50,29.68
180206603,25,0
180206605,25,0
180206618,100,23.33
180206621,50,2.76
180206627,100,19
180206655,50,4.53
180206655,30,0
180206656,30,0
180206663,150,135.17
180206666,3000,2265
180206678,100,13.5
180206681,50,15.74
180206682,50,1.84
180206691,50,10
180206693,625,128.89
180206711,50,0.52
180206729,400,84.38
180206758,25,0.7
180206772,100,30.08
180206784,50,13.74
180206793,80,3.83
180206809,200,37.74
180206826,25,0
180206830,300,61.67
180206834,50,27.3
180206851,100,18
180206856,100,10.67
180206866,25,0
180206871,25,0
180206880,100,3.33
180206882,25,4
180206899,25,0
180206908,30,0
180206908,30,0
180206912,25,0
180206913,25,26.77
180206919,30,0
180206932,25,0
180206935,30,0
180206950,25,0
180206960,25,27.49
180206965,30,0
180206972,30,8.92
180206977,50,7.91
180206977,80,10.53
180206985,27,0.51
180206991,50,5.56
180207003,1000,256.85
180207007,100,26.06
180207011,50,1.38
180207019,25,0
180207030,25,0
180207038,50,37.92
180207048,25,0
180207052,100,15.42
180207058,200,15.66
180207064,50,6.01
180207070,500,107
180207072,100,4.38
180207079,25,2.1
180207090,25,0
180207104,30,0
180207108,50,23.8
180207130,50,3.33
180207135,200,20.75
180207141,25,0
180207143,25,0
180207148,25,0
180207151,201,0
180207171,370,60
180207187,100,60
180207197,100,34.5
180207202,25,5.15
180207208,100,10.06
180207215,25,0
180207221,100,15
180207223,50,2.42
180207226,25,0
180207232,25,0
180207254,25,7.22
180207256,175,87.04
180207260,30,0
180207263,50,6.33
180207267,100,9.95
180207281,30,0
180207289,25,1.84
180207298,25,9.38
180207301,25,0
180207303,50,85.83
180207326,50,9.65
180207330,25,0
180207335,50,0.32
180207342,100,12.45
180207348,26,0.08
180207355,50,10
180207358,1000,398
180207359,100,4.67
180207374,30,0
180207378,50,0
180207388,61,150
180207394,50,8.52
180207405,100,21
180207435,150,29.03
180207448,25,0
180207449,30,0
180207461,50,0
180207489,25,1.5
180207493,50,0.08
180207516,25,3.51
180207534,25,0
180207538,25,0
180207541,30,0
180207544,30,0
180207564,100,11.09
180207565,50,0.65
180207580,300,249.46
180207585,50,12
180207590,30,0
180207602,50,23
180207609,50,8.53
180207610,50,20.21
180207668,30,0
180207743,26,1.62
180207757,50,0
180207781,25,0
180207887,100,21.71
180207895,50,85.77
180207938,100,7.24
180207988,25,0.04
180208009,100,5.71
180208035,350,180.03
180208045,55,54.42
180208047,50,11.81
180208049,25,0
180208052,100,1.04
180208057,25,0
180208059,3200,1043.49
180208062,50,2.28
180208063,50,9.01
180208066,30,0
180208081,50,8.83
180208086,75,63
180208097,50,2.55
180208101,100,18.21
180208106,100,18.67
180208119,25,4
180208124,25,10.53
180208126,30,0
180208140,100,550.77
180208142,27,7.85
180208148,50,12
180208149,27,10.4
180208152,200,62
180208161,100,0.48
180208176,1800,476.39
180208182,100,97.24
180208184,50,89.2
180208189,30,0
180208191,30,0
180208210,2585,2865
180208211,50,4.07
180208213,25,0
180208215,50,16.45
180208235,75,40
180208236,500,437.92
180208266,30,0
180208294,50,3
180208299,50,3.33
180208303,30,0
180208308,25,0
180208329,300,541.69
180208330,25,4.28
180208331,50,16.01
180208331,200,90
180208343,50,44.02
180208344,150,24.35
180208362,100,8.68
180208363,50,0.81
180208364,25,0
180208392,50,0.39
180208393,30,0
180208394,150,35.5
180208396,25,0
180208407,25,0
180208427,100,8.4
180208428,100,15
180208433,25,5.5
180208438,50,2.17
180208469,25,3.99
180208474,400,275.5
180208478,100,16
180208504,100,81.5
180208505,25,0.8
180208541,100,14.12
180208544,50,8.18
180208556,50,0
180208567,25,0
180208568,25,0
180208570,150,26.25
180208576,25,5.9
180208582,50,3.9
180208585,25,0
180208605,25,0
180208607,100,4.13
180208625,30,0
180208630,1700,543.94
180208651,50,14
180208655,50,7.36
180208661,50,1.66
180208667,25,0.04
180208681,25,0
180208682,273,85
180208685,30,0
180208685,200,49.7
180208687,500,1222.12
180208690,100,2.47
180208721,30,0
180208725,25,32.25
180208728,25,0.08
180208742,25,0
180208742,25,0
180208746,30,0
180208751,50,7.4
180208754,100,17.7
180208756,30,0
180208760,50,8.5
180208762,1200,553.86
180208763,50,2.93
180208768,25,0
180208777,25,4.95
180208781,100,2.1
180208784,100,14.86
180208785,50,0.33
180208798,100,35.56
180208819,100,0.22
180208825,100,0.04
180208842,30,0
180208845,26,0.42
180208850,3130,1418.27
180208851,100,4.9
180208855,50,18.64
180208867,25,0
180208881,100,15.25
180208885,100,33.02
180208900,25,0
180208902,50,4.57
180208910,150,19.65
180208911,25,0
180208915,1150,428.44
180208932,130,9.97
180208946,50,4.28
180208950,100,44.64
180208953,100,66.93
180208994,150,70.75
180208995,100,3.18
180209005,100,18.5
180209006,25,0
180209010,100,5.5
180209020,100,41.57
180209031,25,30.76
180209032,150,53
180209039,50,7.98
180209043,400,58
180209057,100,3.41
180209059,30,0
180209062,50,5.58
180209064,100,5.41
180209071,50,42.4
180209072,100,8.11
180209073,150,17.31
180209080,12500,1995.93
180209084,25,3.33
180209090,25,6.75
180209101,50,6.19
180209103,50,2.29
180209131,50,10.53
180209132,50,1.32
180209144,100,14
180209150,25,156.04
180209152,50,21.15
180209155,50,0.34
180209155,50,14.15
180209158,50,17.28
180209159,50,16.74
180209160,50,8
180209173,50,8.55
180209182,30,0
180209202,110,4.77
180209222,25,0
180209222,50,34.5
180209223,50,2.81
180209224,1500,613.57
180209237,50,5.7
180209243,25,0
180209256,50,10.31
180209269,100,21.18
180209299,25,5.84
180209300,100,0.12
180209310,30,0
180209311,50,4.22
180209319,25,0
180209323,30,0
180209325,25,0
180209338,50,4.1
180209343,50,4.13
180209356,1500,252.23
180209366,50,9.34
180209369,25,0.04
180209379,100,1.23
180209393,25,0
180209396,50,0.4
180209417,3000,1147.17
180209418,100,15.5
180209426,100,22.5
180209454,40,4.26
180209456,25,0
180209465,100,12
180209470,25,0.04
180209485,25,0
180209488,50,0.64
180209494,175,72.03
180209498,100,58.93
180209510,100,66.68
180209511,25,0.04
180209520,50,10.38
180209524,25,0
180209539,50,8
180209546,100,4
180209547,50,103
180209548,50,16.02
180209552,26,0
180209555,25,0
180209572,25,0
180209573,25,0.04
180209578,50,15.92
180209579,25,0
180209596,30,0
180209608,30,7.09
180209609,50,1.14
180209612,30,0
180209623,30,0
180209642,100,27.47
180209651,25,0
180209661,50,2.63
180209662,100,41
180209676,100,52.76
180209720,100,16.39
180209722,100,132
180209724,200,54.75
180209724,50,8
180209738,600,590.07
180209759,200,32.76
180209764,30,0
180209772,100,4.82
180209785,25,0
180209788,350,88.31
180209796,25,0
180209826,50,8.56
180209827,45,13.02
180209829,95,13.53
180209830,2000,867.5
180209845,30,0
180209853,1022,999
180209856,100,64.67
180209858,50,4.35
180209860,50,8.3
180209873,130,0.16
180209875,25,4
180209884,50,3.43
180209893,25,0.43
180209904,50,38.38
180209904,100,47.5
180209906,100,46.75
180209915,126,0
180209918,50,3.18
180209922,100,1.32
180209929,25,0
180209929,25,0.04
180209943,500,17.6
180209945,50,5.97
180209966,100,23.85
180209981,50,12.67
180210002,50,84.44
180210014,25,0
180210016,25,8.71
180210017,30,0
180210022,50,2.68
180210031,50,8.27
180210038,1000,514.5
180210052,25,0
180210053,50,4.14
180210056,25,4.55
180210058,50,12.75
180210060,100,0
180210069,75,9.25
180210071,25,4.88
180210075,300,20.93
180210088,30,0
180210092,25,0
180210100,50,34.55
180210126,50,0
180210130,26,0.29
180210139,1150,293.13
180210140,200,40
180210147,25,11.52
180210152,950,120
180210157,2090,1636.67
180210166,25,0
180210182,25,0
180210188,100,97.08
180210189,221,49
180210201,50,8.88
180210205,25,0
180210208,25,3.92
180210213,50,2.06
180210216,50,7.35
180210226,25,0
180210248,150,33.03
180210275,25,0
180210277,30,4
180210284,50,16.67
180210289,100,40.92
180210290,100,24.94
180210305,50,4.08
180210306,25,0
180210314,30,0
180210317,100,307.46
180210326,175,51
180210329,30,0
180210343,250,83.98
180210359,100,4.48
180210363,25,17.82
180210375,25,0
180210378,25,8
180210387,100,12
180210394,25,77.33
180210395,25,0
180210403,50,0.56
180210408,400,169.28
180210420,50,0.84
180210434,100,31
180210436,30,0
180210439,50,130.8
180210442,30,0
180210449,25,9.14
180210468,50,5.79
180210486,50,9
180210487,100,0.29
180210494,50,0.85
180210503,25,0.37
180210504,150,155.33
180210507,150,5.06
180210509,50,0.57
180210525,25,0
180210534,50,10.49
180210534,100,6.69
180210536,30,0
180210539,100,15.21
180210541,100,0.63
180210549,50,11.75
180210549,50,15.73
180210554,1000,386.68
180210560,100,38.7
180210565,30,0
180210572,30,0
180210574,50,2.94
180210590,25,0.04
180210591,50,4.81
180210594,25,0
180210598,2000,6216.8
180210600,100,16
180210607,30,0
180210610,30,0
180210611,155,69
180210624,50,9.5
180210625,25,0
180210637,50,0
180210650,100,28.65
180210657,25,2.97
180210667,25,3.94
180210682,100,24
180210683,2500,200.32
180210684,50,2.37
180210689,100,1.13
180210703,50,26.41
180210706,100,16.73
180210714,500,110
180210720,25,0
180210725,50,4
180210730,100,24.25
180210735,30,0
180210754,500,64.96
180210755,50,0.32
180210771,50,9.11
180210801,25,0
180210811,50,8
180210823,30,0
180210828,30,0
180210835,50,10
180210836,175,35.5
180210839,50,8
180210845,30,0
180210845,50,9.5
180210851,250,126
180210861,50,2.42
180210874,200,35
180210889,95,25.17
180210890,100,5.05
180210891,30,0
180210901,25,3.94
180210904,25,0
180210913,25,0
180210923,50,0
180210923,30,0
180210929,300,78.9
180210936,30,0
180210941,30,0
180210954,200,127.4
180210963,50,4.25
180210964,100,373.81
180210966,25,7.9
180210969,100,84.28
180210972,180,94.67
180210975,25,0
180210978,100,68.11
180210988,150,40
180210997,100,11.25
180211005,50,2.59
180211022,100,1.19
180211030,25,24.4
180211035,25,9.64
180211036,50,7.66
180211050,25,0
180211053,40,7.33
180211055,25,5.5
180211057,30,2.99
180211057,50,0.33
180211063,50,0
180211065,100,18
180211066,50,23.33
180211067,30,0
180211070,30,0
180211073,30,0
180211083,50,34.43
180211091,25,4.41
180211097,80,42.81
180211100,25,12.97
180211109,30,0
180211113,25,0
180211131,500,39.52
180211145,50,43.51
180211146,50,9.18
180211158,30,0
180211167,50,8.49
180211170,80,8.51
180211178,200,36.51
180211184,25,11.4
180211229,50,0.16
180211231,101,32.38
180211236,400,165
180211251,100,13.65
180211257,30,0
180211286,100,10.32
180211288,50,8
180211308,25,0
180211309,25,1.15
180211326,30,0
180211329,50,8
180211347,100,0.43
180211355,50,13.41
180211360,25,0
180211366,50,188
180211378,100,40.48
180211392,150,21.88
180211396,25,0
180211399,100,2.05
180211411,50,3.91
180211420,100,10.56
180211422,25,0
180211432,100,4.08
180211439,50,13.04
180211440,50,16.5
180211471,25,0
180211474,50,13.23
180211475,1420,660
180211485,25,0
180211488,30,2.94
180211489,25,3.66
180211489,50,15.09
180211509,100,53.4
180211515,50,13.33
180211520,25,0
180211533,30,8
180211544,100,8
180211545,100,5.3
180211546,50,3.33
180211552,50,4.72
180211553,1800,512.5
180211554,50,4.85
180211555,50,8.45
180211557,25,0
180211559,30,0
180211564,25,2.81
180211570,25,10
180211585,50,8.76
180211588,50,11.95
180211589,50,16
180211590,50,23.8
180211597,50,1.05
180211608,25,0
180211613,25,0
180211617,200,81.87
180211618,50,4
180211628,50,1.22
180211633,100,83
180211639,25,0
180211643,25,0
180211644,100,165
180211658,100,12.43
180211663,50,38.72
180211667,50,8
180211671,30,0
180211673,30,0
180211675,25,0
180211681,200,65.09
180211710,30,0
180211711,50,4
180211724,25,7.72
180211727,30,0
180211744,25,0
180211745,25,5.5
180211752,50,15.25
180211757,25,10.62
180211787,2100,843.74
180211796,30,0
180211804,100,27.85
180211820,50,4
180211829,30,0
180211837,25,2.35
180211839,550,146.76
180211851,50,20
180211853,100,0.69
180211857,1700,1290.07
180211863,100,28.79
180211864,100,21.16
180211866,25,0
180211875,25,0
180211887,100,58.83
180211898,30,0
180211909,100,0.8
180211923,50,1.02
180211926,25,0
180211928,250,64.29
180211935,100,10.45
180211938,100,36.13
180211938,25,0
180211945,50,24
180211954,30,0
180211956,25,0
180211958,50,6.34
180211963,25,0
180211965,100,3.89
180211966,25,0
180211985,50,4.46
180211990,600,146.26
180211991,27,1.5
180211994,100,15.73
180211996,100,4.48
180212005,100,11.16
180212007,50,3.32
180212012,100,79.37
180212024,25,0
180212029,25,0
180212030,25,0.38
180212037,50,7.89
180212040,50,8.28
180212049,100,12.5
180212061,50,8.59
180212064,91,16.67
180212073,25,0
180212095,50,0.38
180212105,50,0.73
180212106,50,6.9
180212117,50,13.33
180212118,75,32.76
180212140,25,4
180212143,200,30
180212143,50,34.41
180212145,50,8.83
180212150,50,8
180212151,200,55.04
180212158,50,13.81
180212166,100,45.24
180212169,50,13.05
180212193,30,0
180212199,50,1.77
180212200,50,0.92
180212202,26,0.08
180212217,50,8.58
180212220,50,2.25
180212223,500,183.77
180212228,100,7.2
180212238,25,4
180212241,100,44.17
180212247,25,9
180212253,100,0
180212255,25,0
180212257,211,49
180212261,25,0.46
180212272,100,8.43
180212276,25,1.39
180212295,525,118.39
180212303,50,0.68
180212311,50,11.33
180212315,25,0
180212333,50,23.33
180212335,25,0
180212355,50,0.39
180212356,100,29.35
180212364,50,9.5
180212365,50,4.16
180212366,50,10.42
180212367,25,9.39
180212383,250,136.14
180212388,500,250.44
180212391,25,0
180212394,50,2.38
180212396,25,23.37
180212403,30,0
180212410,30,0
180212414,50,4.25
180212420,100,1.67
180212424,150,35.13
180212425,25,2.29
180212428,100,7.91
180212435,70,197.45
180212440,30,0
180212446,50,0
180212450,150,59.2
180212458,100,39
180212459,100,62.41
180212463,25,0
180212467,25,0
180212495,100,36.67
180212496,25,0
180212501,125,9.34
180212514,25,24.75
180212518,25,0
180212519,25,0
180212536,25,6.41
180212537,30,0
180212538,100,0.75
180212541,25,0
180212559,25,0
180212567,400,152.08
180212569,50,1.04
180212573,200,40.5
180212579,75,10
180212587,30,0
180212592,100,154.48
180212597,100,15
180212600,50,19.98
180212615,50,8
180212615,50,4
180212620,50,15.04
180212633,150,10.9
180212637,25,0
180212639,50,18.32
180212640,100,19
180212657,50,148.47
180212662,25,5.64
180212664,100,88.2
180212695,100,23.78
180212697,25,0
180212710,25,0
180212716,100,55.79
180212719,25,63.46
180212754,50,0.34
180212767,30,0
180212770,25,0
180212775,25,0.43
180212780,100,0.27
180212780,50,2.25
180212783,50,129
180212796,25,0
180212800,25,5.63
180212806,525,108.5
180212807,50,5.07
180212824,50,10.95
180212830,50,14.67
180212839,200,88.16
180212855,25,6.16
180212873,100,20.45
180212877,50,21.75
180212878,25,0
180212892,30,0
180212904,100,15
180212913,30,0
180212915,100,7.22
180212939,250,131.5
180212950,325,291.25
180212951,50,0
180212970,50,11.83
180212972,25,0
180212981,55,6.9
180212984,30,0
180213002,75,13.33
180213013,50,3.3
180213018,100,9.13
180213034,25,7.8
180213036,100,63.27
180213057,25,15.09
180213068,50,10.13
180213069,50,7.34
180213073,25,0
180213078,50,6.14
180213100,250,184.57
180213121,50,0
180213122,100,282
180213125,100,21.5
180213127,30,0
180213129,50,28.81
180213133,25,0
180213142,50,7.33
180213154,100,0
180213155,50,0.34
180213168,30,0
180213182,2500,415.17
180213193,25,0
180213200,25,0
180213212,25,5
180213225,50,4.1
180213239,50,11.21
180213253,25,0
180213254,25,0
180213263,50,4.06
180213266,25,10
180213270,30,0
180213276,25,5.6
180213281,25,0
180213286,50,23.33
180213288,25,0
180213303,100,0.24
180213305,50,8.24
180213306,30,0
180213315,25,0
180213317,25,0.88
180213318,196,22.11
180213321,50,0.45
180213328,175,189.27
180213333,30,0
180213340,380,88.71
180213348,100,23
180213354,50,18.04
180213357,50,3.12
180213358,25,98.73
180213367,100,17.29
180213377,2000,255
180213380,100,1.23
180213391,25,0
180213392,100,0.68
180213393,150,15.37
180213399,50,3.75
180213405,25,7.22
180213408,50,24.08
180213442,50,5.86
180213446,25,10.81
180213450,25,4.5
180213451,25,0
180213460,25,6.6
180213467,100,51.5
180213479,25,20.03
180213503,25,0
180213506,175,1182.11
180213519,50,4.04
180213544,100,22.67
180213550,50,4.08
180213551,100,48
180213554,229,67.5
180213557,25,7.2
180213565,25,0
180213570,50,0.45
180213577,50,8.54
180213584,25,0
180213584,25,0
180213598,200,174.56
180213612,50,11.45
180213627,100,32.16
180213638,25,0
180213639,100,32.16
180213643,30,0
180213653,25,0
180213654,100,19.29
180213658,30,0
180213668,30,0
180213669,50,1.68
180213678,100,62.5
180213683,50,12
180213689,30,0
180213692,30,0
180213695,50,10.67
180213705,50,12.17
180213709,27,7.8
180213710,50,7.66
180213711,30,0
180213713,30,0
